1,213,446
2,576,1207
3,286,593
4,597,1229
5,268,543
6,221,451
7,495,1033
8,222,455
9,682,1428
10,623,1309
11,736,1531
12,536,1121
13,621,1307
14,312,653
15,397,836
16,735,1531
17,598,1246
18,204,404
19,533,1113
20,155,311
21,624,1313
22,736,1531
23,623,1312
24,734,1524
25,610,1274
26,724,1500
27,623,1307
28,737,1529
29,625,1312
30,738,1530
31,648,1357
32,738,1536
33,849,1771
34,362,736
35,358,749
36,805,1673
37,372,764
38,363,759
39,590,1225
40,74,152
41,72,148
42,647,1353
43,595,1229
44,647,1349
45,791,1644
46,383,782
47,356,745
48,625,1310
49,876,1831
50,662,1391
51,743,1548
52,663,1392
53,738,1537
54,613,1278
55,724,1502
56,801,1686
57,201,421
58,704,1469
59,572,1194
60,741,1559
61,198,418
62,702,1471
63,570,1194
64,789,1650
65,194,410
66,693,1451
67,563,1177
68,565,1191
69,725,1508
70,177,353
71,216,451
72,530,1108
73,262,536
74,778,1620
75,628,1310
76,510,1068
77,804,1686
78,219,463
79,671,1402
80,542,1134
81,636,1335
82,218,452
83,623,1296
84,554,1145
85,612,1270
86,276,555
87,677,1423
88,754,1580
89,451,932
90,672,1405
91,754,1580
92,451,932
93,163,320
94,672,1406
95,588,1224
96,1035,2156
97,610,1274
98,736,1532
99,652,1335
100,931,1917
101,553,1145
102,537,1125
103,1038,2164
104,860,1801
105,577,1206
106,213,443
107,673,1407
108,536,1120
109,651,1339
110,947,1956
111,726,1523
112,213,442
113,673,1408
114,536,1122
115,673,1402
116,710,1484
117,130,259
118,572,1193
119,600,1256
120,718,1495
121,793,1658
122,193,403
123,719,1493
124,581,1209
125,802,1681
126,193,406
127,719,1496
128,581,1210
129,648,1363
130,195,407
131,712,1479
132,574,1191
133,716,1504
134,186,394
135,703,1462
136,571,1187
137,668,1397
138,751,1556
139,67,141
140,753,1577
141,452,927
142,678,1419
143,303,634
144,579,1211
145,305,636
146,944,1944
147,694,1452
148,101,214
149,675,1418
150,536,1122
151,711,1475
152,143,279
153,829,1720
154,558,1165
155,120,248
156,548,1145
157,274,564
158,730,1509
159,659,1371
160,707,1475
161,111,215
162,569,1185
163,92,186
164,752,1575
165,451,923
166,677,1414
167,363,741
168,666,1376
169,329,699
170,775,1622
171,453,934
172,668,1390
173,668,1397
174,484,1005
175,432,899
176,679,1417
177,588,1229
178,205,426
179,202,418
180,545,1141
181,275,568
182,809,1679
183,532,1106
184,487,1011
185,438,908
186,697,1473
187,219,459
188,680,1425
189,535,1121
190,825,1728
191,173,366
192,533,1112
193,710,1485
194,414,860
195,617,1291
196,189,392
197,692,1429
198,919,1901
199,77,152
200,544,1127
201,593,1243
202,974,2033
203,639,1333
204,728,1519
205,587,1222
206,797,1674
207,229,486
