1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
8,54
9,9
10,10
11,11
12,12
13,13
14,14
14,43
14,36
15,15
16,16
16,44
16,26
17,17
18,18
19,19
20,20
20,31
21,21
22,22
23,23
24,24
25,25
26,26
26,16
26,44
27,27
28,28
28,30
28,38
29,29
30,30
30,28
30,38
31,31
31,20
32,32
33,33
34,34
35,35
36,36
36,14
37,37
37,46
38,38
38,28
38,30
39,39
40,40
41,41
42,42
43,43
43,14
44,44
44,16
44,26
45,45
46,46
46,37
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
54,8
55,55
55,63
55,71
56,56
56,64
56,72
57,57
57,73
57,65
58,58
58,74
58,66
59,59
59,67
59,75
60,60
60,76
60,68
61,61
61,69
61,77
62,62
62,70
62,78
63,63
63,55
63,71
64,64
64,72
64,56
65,65
65,57
65,73
66,66
66,58
66,74
67,67
67,75
67,59
68,68
68,76
68,60
69,69
69,61
69,77
70,70
70,62
70,78
71,71
71,55
71,63
72,72
72,64
72,56
73,73
73,57
73,65
74,74
74,58
74,66
75,75
75,67
75,59
76,76
76,68
76,60
77,77
77,69
77,61
78,78
78,70
78,62
