source:/home/abelardo/Documents/Semestre2021-2/ssDNA_invoking_gethoms/results/Get_homologues/Inoviridae/Inoviridae_all_homologues_19062021_0754_intersection	1_II.faa	2_X.faa	4_VII.faa	5_IX.faa	6_VIII.faa	7_III.faa	8_VI.faa	9_I.faa	10_IV.faa	11_ss-DNA_binding_prote...faa	13_IX.faa	15_III.faa	19_hypothetical_protein.faa	20_hypothetical_protein.faa	22_IV.faa	23_replication_initiati...faa	24_X.faa	25_gene_V_product.faa	26_VII.faa	27_IX.faa	29_III.faa	40_hypothetical_protein.faa	41_hypothetical_protein.faa	42_Putative_structural_...faa	43_Putative_structural_...faa	44_Putative_coat_protei...faa	45_Putative_structural_...faa	46_Putative_structural_...faa	47_hypothetical_protein.faa	48_Putative_replication...faa	49_hypothetical_protein.faa	50_hypothetical_protein.faa	51_major_coat_protein.faa	52_50-kDa_virion_protei...faa	56_hypothetical_protein.faa	57_hypothetical_protein.faa	58_ssDNA-binding_protei...faa	59_ssDNA_binding_protei...faa	60_hypothetical_protein.faa	61_hypothetical_protein.faa	62_major_coat_protein.faa	63_hypothetical_protein.faa	64_hypothetical_protein.faa	65_putative_assembly_pr...faa	66_hypothetical_protein.faa	67_putative_integrase.faa	68_hypothetical_protein.faa	69_hypothetical_protein.faa	70_hypothetical_protein.faa	71_hypothetical_protein.faa	72_hypothetical_protein.faa	73_rolling_circle_DNA_r...faa	74_hypothetical_protein.faa	75_resolvase.faa	76_DNA_binding_protein.faa	77_single-stranded_DNA_...faa	78_highly_divergent_DNA...faa	79_hypothetical_protein.faa	80_GRPE-like_protein.faa	81_minor_capsid_protein.faa	82_minor_capsid_protein.faa	83_phage_assembly_prote...faa	84_termination_of_virio...faa	85_termination_of_virio...faa	87_hypothetical_protein.faa	88_hypothetical_protein.faa	89_hypothetical_protein.faa	90_putative_minor_coat_...faa	92_putative_major_coat_...faa	93_putative_minor_coat_...faa	94_putative_minor_coat_...faa	96_hypothetical_protein.faa	99_hypothetical_protein.faa	101_hypothetical_protein.faa	102_hypothetical_protein.faa	104_hypothetical_protein.faa	105_hypothetical_protein.faa	106_hypothetical_protein.faa	108_hypothetical_protein.faa	110_hypothetical_protein.faa	112_hypothetical_protein.faa	116_hypothetical_protein.faa	123_hypothetical_protein.faa	125_hypothetical_protein.faa	127_hypothetical_protein.faa	135_hypothetical_protein.faa	144_major_coat_protein.faa	145_hypothetical_protein.faa	146_hypothetical_protein.faa	147_hypothetical_protein.faa	150_hypothetical_protein.faa	151_hypothetical_protein.faa	152_hypothetical_protein.faa	153_hypothetical_protein.faa	173_hypothetical_protein.faa	185_hypothetical_protein.faa	192_ORF5.faa	195_ORF8.faa	207_putative_replication...faa	208_hypothetical_protein.faa	209_hypothetical_protein.faa	210_hypothetical_protein.faa	212_hypothetical_protein.faa	218_hypothetical_protein.faa	220_trbP-related.faa	223_hypothetical_protein.faa	226_hypothetical_protein.faa	228_hypothetical_protein.faa	229_hypothetical_protein.faa	230_hypothetical_protein.faa	239_hypothetical_protein.faa	243_hypothetical_protein.faa	244_hypothetical_protein.faa	245_hypothetical_protein.faa	250_II.faa	251_V.faa	252_VII.faa	253_IX.faa	254_VIII.faa	255_III.faa	256_VI.faa	258_protein_A.faa	260_protein_C.faa	261_protein_D.faa	262_protein_E.faa	263_protein_F.faa	264_protein_G.faa	265_protein_H.faa	268_protein_C.faa	274_rstR.faa	276_rstB.faa	277_rstC.faa	281_cep.faa	282_hypothetical_protein.faa	283_ace.faa	285_ctxA.faa	286_ctxB.faa	288_hypothetical_protein.faa	289_hypothetical_protein.faa	291_hypothetical_protein.faa	292_hypothetical_protein.faa	293_hypothetical_protein.faa	296_hypothetical_protein.faa	297_hypothetical_protein.faa	298_hypothetical_protein.faa	299_hypothetical_protein.faa	302_hypothetical_protein.faa	304_minor_capsid_protein.faa	308_hypothetical_protein.faa	312_hypothetical_protein.faa	313_major_capsid_protein.faa	314_putative_minor_capsi...faa	316_putative_minor_coat_...faa	320_hypothetical_protein.faa	321_orf113.faa	322_orf698.faa	323_orf104.faa	324_orf38.faa	325_orf38-2.faa	326_orf73.faa	328_orf149.faa	331_orf135.faa	341_hypothetical_protein.faa	344_hypothetical_protein.faa	348_prim-VSK.faa	353_major_coat_protein.faa	354_memb2.faa	357_VSK-tox1.faa	358_VSK_tox2.faa	359_hypothetical_protein.faa	374_Vpf497.faa	384_Vpf215.faa	408_hypothetical_protein.faa	409_hypothetical_protein.faa	412_hypothetical_protein.faa	416_replication_initiati...faa	419_major_coat_protein.faa	424_hypothetical_protein.faa	426_hypothetical_protein.faa	427_hypothetical_protein.faa	429_B_coat_protein.faa	430_A_coat_protein.faa	433_hypothetical_protein.faa
Enterobacteria-phage-fd_taxid_10864.gbk	ID:YP_009111297.1,	ID:YP_009111298.1,	ID:YP_009111300.1,	ID:YP_009111301.1,	ID:YP_009111302.1,	ID:YP_009111303.1,	ID:YP_009111304.1,	ID:YP_009111305.1,	ID:YP_009111306.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009111299.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-If1_taxid_10868.gbk	-	-	ID:NP_047353.1,	-	ID:NP_047355.1,	-	ID:NP_047357.1,	ID:NP_047358.1,	ID:NP_047359.1,	ID:NP_047352.1,	ID:NP_047354.1,	ID:NP_047356.1,	ID:NP_047360.1,	ID:NP_047361.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-virus-I22_taxid_10869.gbk	-	-	-	-	ID:NP_039620.1,	-	-	ID:NP_039622.1,	-	-	-	-	-	-	ID:NP_039614.1,	ID:NP_039615.1,	ID:NP_039616.1,	ID:NP_039617.1,	ID:NP_039618.1,	ID:NP_039619.1,	ID:NP_039621.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-virus-M13_taxid_1977402.gbk	ID:NP_510885.1,	ID:NP_510886.1,	ID:NP_510888.1,	ID:NP_510889.1,	ID:NP_510890.1,	ID:NP_510891.1,	ID:NP_510892.1,	ID:NP_510893.1,	ID:NP_510894.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_510887.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Propionibacterium-phage-B5_taxid_189836.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_604421.1,	ID:NP_604422.1,	ID:NP_604423.1,	ID:NP_604424.1,	ID:NP_604425.1,	ID:NP_604426.1,	ID:NP_604427.1,	ID:NP_604428.1,	ID:NP_604429.1,	ID:NP_604430.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pseudomonas-phage-Pf3_taxid_10872.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_040655.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_040651.1,	ID:NP_040652.1,	ID:NP_040653.1,	ID:NP_040657.1,	ID:NP_040658.1,	ID:NP_040659.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Pseudomonas-virus-Pf1_taxid_2011081.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_039600.1,	ID:NP_039601.1,	ID:NP_039602.1,	ID:NP_039603.1,	ID:NP_039604.1,	ID:NP_039605.1,	ID:NP_039606.1,	ID:NP_039607.1,	ID:NP_039608.1,	ID:NP_039609.1,	ID:NP_039610.1,	ID:NP_039611.1,	ID:NP_039612.1,	ID:NP_039613.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ralstonia-phage-1-NP-2014_taxid_1460070.gbk	-	-	-	-	-	-	-	ID:YP_009008132.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009008119.1,	ID:YP_009008120.1,	ID:YP_009008121.1,	ID:YP_009008122.1,	ID:YP_009008123.1,	ID:YP_009008124.1,	ID:YP_009008125.1,	ID:YP_009008126.1,	ID:YP_009008127.1,	ID:YP_009008128.1,	ID:YP_009008129.1,	ID:YP_009008130.1,	ID:YP_009008131.1,	ID:YP_009008133.1,	ID:YP_009008134.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ralstonia-phage-PE226_taxid_926543.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004327580.1,	ID:YP_004327581.1,	ID:YP_004327583.1,	ID:YP_004327584.1,	ID:YP_004327585.1,	ID:YP_004327587.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004327588.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
