"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"1","1_replication-associat..",13,13,"PF02407_PF00910_","1_replication-associat...faa","1_replication-associat...fna","1618238_1618242_1618254_1379715_1379717_1379718_1379719_1379709_1788439_1788444_1959843_1105385_1105386",46.4285714285714
"2","2_putative_capsid_prot..",2,2,"","2_putative_capsid_prot...faa","2_putative_capsid_prot...fna","1618238_1788444",7.14285714285714
"3","3_putative_capsid_prot..",1,1,"PF08398_","3_putative_capsid_prot...faa","3_putative_capsid_prot...fna","1618242",3.57142857142857
"4","5_putative_capsid_prot..",1,1,"","5_putative_capsid_prot...faa","5_putative_capsid_prot...fna","1618251",3.57142857142857
"5","6_replication-associat..",3,3,"PF02407_","6_replication-associat...faa","6_replication-associat...fna","1618251_2016458_1525173",10.7142857142857
"6","7_putative_capsid_prot..",2,2,"","7_putative_capsid_prot...faa","7_putative_capsid_prot...fna","1618254_1788451",7.14285714285714
"7","10_hypothetical_protein",1,1,"","10_hypothetical_protein.faa","10_hypothetical_protein.fna","1379715",3.57142857142857
"8","11_hypothetical_protein",1,1,"","11_hypothetical_protein.faa","11_hypothetical_protein.fna","1379715",3.57142857142857
"9","12_hypothetical_protein",1,1,"","12_hypothetical_protein.faa","12_hypothetical_protein.fna","1379715",3.57142857142857
"10","13_hypothetical_protein",1,1,"","13_hypothetical_protein.faa","13_hypothetical_protein.fna","1379715",3.57142857142857
"11","15_hypothetical_protein",1,1,"","15_hypothetical_protein.faa","15_hypothetical_protein.fna","1379717",3.57142857142857
"12","17_hypothetical_protein",1,1,"","17_hypothetical_protein.faa","17_hypothetical_protein.fna","1379718",3.57142857142857
"13","18_hypothetical_protein",1,1,"","18_hypothetical_protein.faa","18_hypothetical_protein.fna","1379718",3.57142857142857
"14","19_putative_viral_capsi..",1,1,"","19_putative_viral_capsi...faa","19_putative_viral_capsi...fna","1379719",3.57142857142857
"15","20_hypothetical_protein",1,1,"","20_hypothetical_protein.faa","20_hypothetical_protein.fna","1379719",3.57142857142857
"16","22_replication-associat..",5,5,"PF00910_","22_replication-associat...faa","22_replication-associat...fna","1379722_1788447_1788448_1788451_2016456",17.8571428571429
"17","23_hypothetical_protein",2,2,"","23_hypothetical_protein.faa","23_hypothetical_protein.fna","1379722_1788447",7.14285714285714
"18","24_hypothetical_protein",1,1,"","24_hypothetical_protein.faa","24_hypothetical_protein.fna","1379709",3.57142857142857
"19","25_hypothetical_protein",1,1,"","25_hypothetical_protein.faa","25_hypothetical_protein.fna","1379709",3.57142857142857
"20","27_replication-associat..",4,4,"","27_replication-associat...faa","27_replication-associat...fna","1379710_1574422_1353241_1475062",14.2857142857143
"21","28_replication-associat..",1,1,"PF00910_","28_replication-associat...faa","28_replication-associat...fna","1379710",3.57142857142857
"22","29_hypothetical_protein",1,1,"","29_hypothetical_protein.faa","29_hypothetical_protein.fna","1379710",3.57142857142857
"23","31_hypothetical_protein",1,1,"","31_hypothetical_protein.faa","31_hypothetical_protein.fna","1788439",3.57142857142857
"24","32_hypothetical_protein",1,1,"","32_hypothetical_protein.faa","32_hypothetical_protein.fna","1788439",3.57142857142857
"25","33_hypothetical_protein",1,1,"","33_hypothetical_protein.faa","33_hypothetical_protein.fna","1788439",3.57142857142857
"26","34_hypothetical_protein",1,1,"PF08398_","34_hypothetical_protein.faa","34_hypothetical_protein.fna","1788439",3.57142857142857
"27","36_hypothetical_protein",1,1,"","36_hypothetical_protein.faa","36_hypothetical_protein.fna","1788444",3.57142857142857
"28","38_putative_Rep_protein",1,1,"","38_putative_Rep_protein.faa","38_putative_Rep_protein.fna","1788447",3.57142857142857
