1,256,536
2,258,533
3,120,251
4,663,1379
5,263,547
6,270,561
7,124,261
8,664,1385
9,259,538
10,260,540
11,117,248
12,664,1381
13,265,551
14,268,550
15,127,265
16,670,1398
17,264,549
18,269,555
19,125,263
20,667,1385
21,280,580
22,256,530
23,135,281
24,658,1376
25,261,546
26,259,537
27,123,260
28,673,1397
29,246,514
30,263,546
31,124,261
32,677,1408
33,258,533
34,269,554
35,125,258
36,664,1389
37,265,550
38,266,556
39,125,263
40,666,1382
41,262,548
42,269,558
43,126,265
44,664,1380
45,253,529
46,262,540
47,122,254
48,669,1398
49,263,545
50,278,574
51,123,258
52,658,1361
53,100,203
54,712,1471
55,159,307
56,70,147
57,154,318
58,742,1543
59,154,310
60,689,1444
61,262,527
62,294,599
63,129,261
64,750,1563
65,141,291
66,740,1541
67,123,244
68,825,1717
69,275,550
70,282,572
71,129,258
72,766,1598
73,121,236
74,727,1519
75,155,315
76,572,1199
