Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Alces-alces-faeces-associated-circular-virus-MP65_taxid_2219143.gbk,Badger-associated-gemykibivirus-1_taxid_1634484.gbk,Bark-beetle-associated-genomovirus-1_taxid_2230896.gbk,Bark-beetle-associated-genomovirus-5_taxid_2230900.gbk,Bemisia-associated-genomovirus-AdDF_taxid_1986477.gbk,Bemisia-associated-genomovirus-AdO_taxid_1986478.gbk,Bemisia-associated-genomovirus-NfO_taxid_1986479.gbk,Black-robin-associated-gemykibivirus-1_taxid_1391037.gbk,Blackbird-associated-gemycircularvirus-1_taxid_1985371.gbk,Blackbird-associated-gemykibivirus-1_taxid_1391038.gbk,Bromus-associated-circular-DNA-virus-3_taxid_1590156.gbk,Caribou-feces-associated-gemycircularvirus_taxid_1542743.gbk,Cassava-associated-gemycircularvirus-1_taxid_1985374.gbk,Cattle-blood-associated-gemycircularvirus_taxid_2077296.gbk,Chicken-stool-associated-gemycircularvirus_taxid_1930298.gbk,Common-bean-associated-gemycircularvirus_taxid_1897538.gbk,Dragonfly-associated-circular-virus-2_taxid_1234886.gbk,Dragonfly-associated-circular-virus-3_taxid_1234884.gbk,Dragonfly-associated-gemykibivirus-1_taxid_1234887.gbk,Euphorbia-heterophylla-associated-gemycircularvirus_taxid_2291614.gbk,Faeces-associated-gemycircularvirus-10_taxid_1391025.gbk,Faeces-associated-gemycircularvirus-11_taxid_1391026.gbk,Faeces-associated-gemycircularvirus-12_taxid_1391027.gbk,Faeces-associated-gemycircularvirus-14_taxid_1843734.gbk,Faeces-associated-gemycircularvirus-15_taxid_1843735.gbk,Faeces-associated-gemycircularvirus-16_taxid_1843736.gbk,Faeces-associated-gemycircularvirus-17_taxid_1843737.gbk,Faeces-associated-gemycircularvirus-18_taxid_1843738.gbk,Faeces-associated-gemycircularvirus-19_taxid_1843739.gbk,Faeces-associated-gemycircularvirus-20_taxid_1843740.gbk,Faeces-associated-gemycircularvirus-21_taxid_1843741.gbk,Faeces-associated-gemycircularvirus-22_taxid_1843742.gbk,Faeces-associated-gemycircularvirus-2_taxid_1391031.gbk,Faeces-associated-gemycircularvirus-3_taxid_1391032.gbk,Faeces-associated-gemycircularvirus-4_taxid_1391033.gbk,Faeces-associated-gemycircularvirus-5_taxid_1391034.gbk,Faeces-associated-gemycircularvirus-6_taxid_1391035.gbk,Faeces-associated-gemycircularvirus-7_taxid_1391036.gbk,Gemycircularvirus-HV-GcV1_taxid_1862824.gbk,Gemycircularvirus-HV-GcV2_taxid_1862825.gbk,Gemycircularvirus-SL1_taxid_1588764.gbk,Gemycircularvirus-gemy-ch-rat1_taxid_1708653.gbk,Gemycircularvirus-sp_taxid_1983771.gbk,Giant-house-spider-associated-circular-virus-1_taxid_2293288.gbk,Giant-panda-associated-gemycircularvirus_taxid_2016461.gbk,Gopherus-associated-genomovirus-1_taxid_2041417.gbk,HCBI8215-virus_taxid_1516079.gbk,HCBI9212-virus_taxid_1516080.gbk,Human-associated-gemyvongvirus-1_taxid_1985415.gbk,Human-gemycircularvirus-GeTz1_taxid_1792832.gbk,Human-genital-associated-circular-DNA-virus-1_taxid_1488574.gbk,Hypericum-japonicum-associated-circular-DNA-virus_taxid_1367218.gbk,Lepus-americanus-faeces-associated-genomovirus-SHP111_taxid_2219118.gbk,Lepus-americanus-faeces-associated-genomovirus-SHP7_taxid_2219120.gbk,Lynx-canadensis-faeces-associated-genomovirus-CL1-148_taxid_2219123.gbk,Lynx-canadensis-faeces-associated-genomovirus-CL1-48_taxid_2219125.gbk,MSSI2225-virus_taxid_1516081.gbk,Miniopterus-associated-gemycircularvirus-1_taxid_1985387.gbk,Mongoose-feces-associated-gemycircularvirus-a_taxid_1634485.gbk,Mongoose-feces-associated-gemycircularvirus-b_taxid_1634486.gbk,Mongoose-feces-associated-gemycircularvirus-c_taxid_1634488.gbk,Mongoose-feces-associated-gemycircularvirus-d_taxid_1634487.gbk,Mosquito-VEM-virus-SDBVL-G_taxid_1034805.gbk,Odonata-associated-gemycircularvirus-1_taxid_1592107.gbk,Odonata-associated-gemycircularvirus-2_taxid_1592108.gbk,Pacific-flying-fox-faeces-associated-gemycircularvirus-10_taxid_1795989.gbk,Pacific-flying-fox-faeces-associated-gemycircularvirus-12_taxid_1795991.gbk,Pacific-flying-fox-faeces-associated-gemycircularvirus-1_taxid_1795988.gbk,Pacific-flying-fox-faeces-associated-gemycircularvirus-2_taxid_1795994.gbk,Pacific-flying-fox-faeces-associated-gemycircularvirus-6_taxid_1795998.gbk,Pacific-flying-fox-faeces-associated-gemycircularvirus-7_taxid_1795999.gbk,Poaceae-associated-gemycircularvirus-1_taxid_1708497.gbk,Poecile-atricapillus-GI-tract-associated-gemycircularvirus_taxid_1699094.gbk,Porcine-feces-associated-gemycircularvirus_taxid_2017712.gbk,Pteropus-associated-gemycircularvirus-10_taxid_1985404.gbk,Pteropus-associated-gemycircularvirus-3_taxid_1985397.gbk,Pteropus-associated-gemycircularvirus-4_taxid_1985398.gbk,Pteropus-associated-gemycircularvirus-5_taxid_1985399.gbk,Pteropus-associated-gemycircularvirus-6_taxid_1985400.gbk,Pteropus-associated-gemycircularvirus-7_taxid_1985401.gbk,Pteropus-associated-gemycircularvirus-8_taxid_1985402.gbk,Pteropus-associated-gemycircularvirus-9_taxid_1985403.gbk,Rhinolophus-associated-gemykibivirus-1_taxid_2004965.gbk,Sclerotinia-sclerotiorum-hypovirulence-associated-DNA-virus-1_taxid_664785.gbk,Sewage-associated-gemycircularvirus-10a_taxid_1519409.gbk,Sewage-associated-gemycircularvirus-1_taxid_1592081.gbk,Sewage-associated-gemycircularvirus-2_taxid_1519407.gbk,Sewage-associated-gemycircularvirus-4_taxid_1519399.gbk,Sewage-associated-gemycircularvirus-5_taxid_1519400.gbk,Sewage-associated-gemycircularvirus-6_taxid_1519401.gbk,Sewage-associated-gemycircularvirus-7a_taxid_1519402.gbk,Sewage-associated-gemycircularvirus-7b_taxid_1519405.gbk,Sewage-associated-gemycircularvirus-9_taxid_1519404.gbk,Sewage-derived-gemycircularvirus-1_taxid_1985407.gbk,Sewage-derived-gemycircularvirus-2_taxid_1985408.gbk,Sierra-dome-spider-associated-circular-virus-1_taxid_2293299.gbk,Soybean-leaf-associated-gemycircularvirus-1_taxid_1719040.gbk,Termite-associated-circular-virus-2_taxid_2108550.gbk,Thrips-associated-genomovirus-1_taxid_1941233.gbk,Thrips-associated-genomovirus-2_taxid_1941234.gbk,Thrips-associated-genomovirus-3_taxid_1941237.gbk,Thrips-associated-genomovirus-4_taxid_1941239.gbk,Tubeweb-spider-associated-circular-virus-1_taxid_2293308.gbk,Varroa-mite-associated-genomovirus-1_taxid_2077299.gbk
1_capsid_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_capsid.faa,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4_rep.faa,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
8_replication-associat...faa,,,,,,,,,,,,,,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
28_capsid_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32_replication-associat...faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52_capsid_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93_hyp.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96_rep1.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97_hyp.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123_ORF3.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131_putative_V2_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134_putative_V3_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157_hypothetical_protein.faa,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
