1,351,734
2,159,322
3,293,611
4,290,606
5,322,672
6,258,524
7,220,457
8,277,579
9,344,724
10,291,601
11,272,559
12,357,752
13,275,573
14,291,608
15,367,761
16,298,627
17,356,734
18,315,657
19,240,491
20,276,582
21,276,576
22,247,520
23,274,573
24,245,507
25,225,476
26,271,571
27,270,560
28,301,625
29,251,517
30,316,665
31,304,637
32,287,598
33,347,715
34,294,620
35,187,390
36,268,561
37,283,585
38,261,542
39,258,546
40,265,545
41,265,556
42,354,731
43,318,664
44,183,383
45,331,681
46,284,583
47,273,575
48,247,517
49,319,670
50,166,338
51,295,614
52,238,492
53,313,654
54,243,499
55,276,578
56,219,459
57,279,582
58,223,460
59,286,603
60,222,460
61,221,460
62,276,578
63,219,449
64,232,483
65,306,631
66,281,581
67,281,590
68,227,465
69,299,621
70,158,315
71,244,500
72,270,562
73,143,295
74,290,607
75,250,510
76,303,634
77,270,553
78,263,545
79,245,512
80,291,608
81,232,479
82,115,238
83,240,498
84,329,684
85,339,663
86,355,744
87,248,508
88,116,229
89,325,684
90,109,211
91,293,603
92,297,629
93,130,262
94,251,516
95,312,652
96,101,209
97,231,481
98,329,688
99,100,197
100,232,486
101,290,609
102,109,218
103,264,542
104,289,609
105,235,485
106,244,508
107,225,468
108,222,458
109,247,521
110,198,414
111,105,222
112,97,195
113,317,660
114,126,258
115,82,166
116,273,565
117,280,588
118,220,454
119,271,564
120,268,556
121,281,588
122,218,446
123,286,602
124,230,480
125,278,579
126,222,457
127,278,578
128,222,457
129,278,585
130,219,451
131,277,578
132,218,458
133,279,584
134,218,449
135,280,588
136,219,453
137,280,584
138,212,438
139,278,581
140,231,480
141,280,584
142,212,438
143,230,482
144,276,582
145,286,598
146,222,451
147,223,463
148,276,578
149,292,604
150,222,456
151,225,467
152,277,576
153,278,579
154,225,462
155,300,625
156,251,514
157,309,646
158,224,466
159,235,492
160,325,676
161,251,518
162,300,619
163,219,456
164,223,457
165,310,654
166,225,468
167,277,579
168,224,458
169,276,579
170,219,457
171,283,592
172,220,445
173,278,586
174,277,570
175,278,583
176,252,524
177,326,679
178,292,608
179,78,159
180,134,277
181,257,527
182,304,617
183,284,574
184,287,602
185,181,375
186,175,357
187,288,600
188,272,568
189,223,457
190,319,663
191,246,505
192,273,566
193,227,471
194,291,608
195,149,308
196,249,509
197,294,618
198,262,546
199,296,616
200,266,547
201,321,670
202,190,385
203,281,582
204,368,770
205,250,518
206,120,237
207,293,605
208,99,200
209,250,514
210,305,640
211,139,282
212,245,506
213,304,638
214,285,594
215,237,494
216,278,579
217,278,580
218,234,481
219,291,609
220,251,518
221,307,640
222,221,450
223,221,462
224,231,465
225,255,531
226,227,477
227,265,550
228,366,764
229,285,593
230,208,432
231,315,660
232,341,709
233,343,718
234,285,582
235,297,619
236,227,471
237,283,591
238,231,475
239,271,568
240,267,551
241,301,633
242,206,420
243,353,736
244,325,669
245,292,606
246,257,526
247,292,603
248,87,179
249,257,526
250,85,167
251,301,632
252,284,595
253,235,480
254,323,674
255,235,481
256,325,676
257,230,471
258,277,576
259,298,620
260,258,532
261,301,635
262,339,707
263,305,626
264,330,673
265,297,610
266,321,673
267,347,725
268,304,631
269,266,559
270,255,534
271,146,281
272,349,723
273,226,468
274,37,75.5
275,309,653
276,274,568
277,312,651
278,230,468
279,314,655
280,104,214
281,233,480
282,312,651
283,233,479
284,291,606
285,243,499
286,294,607
287,218,446
288,193,399
289,227,475
290,314,657
291,227,474
292,225,466
293,305,638
294,289,604
295,106,210
296,276,568
297,293,604
298,251,519
299,303,628
300,218,452
301,291,609
302,250,502
303,244,504
304,143,277
