Core.size Pan.size BIC LogLikelihood
2 components 0 28 62.342732718117 -26.534802679021
3 components 0 28 68.524840017797 -26.5348138755027
4 components 0 28 74.7070779006004 -26.5348903635461
5 components 0 28 80.8899457148938 -26.5352818173345
6 components 0 28 87.1666521598264 -26.5825925864425
7 components 0 28 93.9915097378781 -26.90397892211
8 components 0 29 100.032565899011 -26.833464549318
9 components 0 27 106.874098273447 -27.1631882831777
10 components 0 27 118.954575580571 -30.1123844833815
Sample 0 22 NA NA
