1,102,210
2,222,461
3,455,939
4,90,178
5,231,477
6,124,244
7,460,956
8,91,177
9,216,452
10,121,240
11,449,935
12,90,186
13,495,1027
14,92,182
15,116,239
16,665,1383
17,217,441
18,352,724
19,239,494
20,125,248
21,463,958
22,238,493
23,130,260
24,465,964
25,232,485
26,103,214
27,478,986
28,231,474
29,89,183
30,356,739
31,225,463
32,111,217
33,453,926
34,262,528
35,132,268
36,580,1194
37,79,160
38,574,1180
39,98,195
40,584,1207
41,579,1200
42,146,300
43,585,1215
44,140,285
45,531,1110
46,578,1205
47,572,1184
48,128,263
49,127,260
50,94,194
51,464,963
52,204,417
53,83,174
54,488,1009
55,186,381
56,111,231
57,469,974
58,204,415
59,134,270
60,731,1509
61,125,249
62,159,325
63,773,1592
64,167,322
65,190,372
66,169,340
67,762,1573
68,148,291
69,186,376
70,155,312
71,774,1606
72,155,291
73,184,354
74,209,409
75,716,1493
76,161,320
77,146,294
78,123,259
79,626,1301
80,81,165
81,121,254
82,183,369
83,502,1044
84,165,323
85,117,238
86,96,197
87,672,1395
88,100,199
89,80,165
90,93,193
91,509,1048
92,85,167
93,73,147
94,108,219
95,491,1013
96,107,215
97,99,198
98,547,1136
99,131,268
100,243,496
101,101,205
102,576,1194
103,130,264
104,720,1474
105,151,280
106,635,1315
107,69,135
108,138,281
109,77,152
110,104,216
111,404,837
112,183,366
113,231,475
114,105,219
115,436,895
116,90,179
117,520,1076
118,95,194
119,256,536
120,258,533
121,120,251
122,663,1379
123,263,547
124,270,561
125,124,261
126,664,1385
127,259,538
128,260,540
129,117,248
130,664,1381
131,265,551
132,268,550
133,127,265
134,670,1398
135,264,549
136,269,555
137,125,263
138,667,1385
139,280,580
140,256,530
141,135,281
142,658,1376
143,261,546
144,259,537
145,123,260
146,673,1397
147,246,514
148,263,546
149,124,261
150,677,1408
151,116,242
152,533,1101
153,116,243
154,658,1362
155,178,369
156,258,533
157,269,554
158,125,258
159,664,1389
160,265,550
161,266,556
162,125,263
163,666,1382
164,262,548
165,269,558
166,126,265
167,664,1380
168,253,529
169,262,540
170,122,254
171,669,1398
172,263,545
173,278,574
174,123,258
175,658,1361
176,107,219
177,650,1350
178,114,234
179,117,243
180,103,210
181,662,1375
182,189,382
183,99,205
184,661,1370
185,117,238
186,64,132
187,88,181
188,646,1338
189,90,172
190,91,189
191,662,1369
192,130,257
193,89,183
194,628,1305
195,128,255
196,109,227
197,661,1375
198,131,261
199,91,186
200,654,1366
201,99,203
202,671,1395
203,112,223
204,97,198
205,656,1366
206,140,282
207,100,207
208,665,1378
209,99,207
210,675,1395
211,105,219
212,683,1424
213,115,232
214,101,206
215,674,1395
216,134,264
217,89,179
218,656,1358
219,224,454
220,73,146
221,635,1310
222,228,467
223,72,141
224,637,1315
225,199,408
226,68,139
227,624,1297
228,224,463
229,80,167
230,630,1308
231,188,380
232,100,203
233,712,1471
234,159,307
235,70,147
236,214,442
237,59,122
238,502,1037
239,280,568
240,271,549
241,130,258
242,745,1555
243,154,318
244,742,1543
245,266,536
246,272,548
247,130,254
248,744,1546
249,154,310
250,689,1444
251,134,261
252,765,1588
253,157,323
254,754,1572
255,156,314
256,761,1581
257,163,327
258,745,1550
259,290,587
260,286,583
261,770,1599
262,262,527
263,294,599
264,129,261
265,750,1563
266,141,291
267,740,1541
268,123,244
269,825,1717
270,275,550
271,282,572
272,129,258
273,766,1598
274,136,264
275,723,1494
276,86,165
277,141,263
278,732,1503
279,87,167
280,297,583
281,280,572
282,128,244
283,745,1546
284,267,541
285,277,569
286,101,209
287,734,1528
288,128,247
289,733,1519
290,114,224
291,121,236
292,727,1519
293,275,560
294,281,576
295,117,234
296,142,267
297,736,1538
298,199,391
299,152,296
300,735,1532
301,155,315
302,572,1199
303,273,550
304,264,535
305,125,248
306,719,1498
307,154,311
308,766,1583
309,54,114
310,279,563
311,267,539
312,125,252
313,745,1549
314,139,285
315,469,974
316,162,334
