"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"1","1_hypothetical_protein",1,1,"","1_hypothetical_protein.faa","1_hypothetical_protein.fna","189836",11.1111111111111
"2","2_hypothetical_protein",1,1,"","2_hypothetical_protein.faa","2_hypothetical_protein.fna","189836",11.1111111111111
"3","3_Putative_structural_..",1,1,"","3_Putative_structural_...faa","3_Putative_structural_...fna","189836",11.1111111111111
"4","4_Putative_structural_..",1,1,"","4_Putative_structural_...faa","4_Putative_structural_...fna","189836",11.1111111111111
"5","5_Putative_coat_protei..",1,1,"","5_Putative_coat_protei...faa","5_Putative_coat_protei...fna","189836",11.1111111111111
"6","6_Putative_structural_..",1,1,"","6_Putative_structural_...faa","6_Putative_structural_...fna","189836",11.1111111111111
"7","7_Putative_structural_..",1,1,"","7_Putative_structural_...faa","7_Putative_structural_...fna","189836",11.1111111111111
"8","54_IV",2,2,"PF05707_","54_IV.faa","54_IV.fna","189836_1968339",22.2222222222222
"9","9_Putative_replication..",1,1,"PF01446_","9_Putative_replication...faa","9_Putative_replication...fna","189836",11.1111111111111
"10","10_hypothetical_protein",1,1,"","10_hypothetical_protein.faa","10_hypothetical_protein.fna","189836",11.1111111111111
"11","11_hypothetical_protein",1,1,"","11_hypothetical_protein.faa","11_hypothetical_protein.fna","10872",11.1111111111111
"12","12_major_coat_protein",1,1,"PF05356_","12_major_coat_protein.faa","12_major_coat_protein.fna","10872",11.1111111111111
"13","13_50-kDa_virion_protei..",1,1,"PF05616_","13_50-kDa_virion_protei...faa","13_50-kDa_virion_protei...fna","10872",11.1111111111111
"14","14_putative_minor_coat_..",1,1,"PF10734_","14_putative_minor_coat_...faa","14_putative_minor_coat_...fna","10872",11.1111111111111
"15","15_IV",1,1,"PF03958_PF00263_","15_IV.faa","15_IV.fna","10872",11.1111111111111
"16","16_hypothetical_protein",3,3,"PF05707_","16_hypothetical_protein.faa","16_hypothetical_protein.fna","10872_926543_1027253",33.3333333333333
"17","17_hypothetical_protein",1,1,"","17_hypothetical_protein.faa","17_hypothetical_protein.fna","10872",11.1111111111111
"18","18_hypothetical_protein",1,1,"","18_hypothetical_protein.faa","18_hypothetical_protein.fna","10872",11.1111111111111
"19","19_ssDNA-binding_protei..",1,1,"","19_ssDNA-binding_protei...faa","19_ssDNA-binding_protei...fna","10872",11.1111111111111
"20","20_hypothetical_protein",2,2,"","20_hypothetical_protein.faa","20_hypothetical_protein.fna","926543_1354496",22.2222222222222
"21","21_putative_minor_coat_..",1,1,"","21_putative_minor_coat_...faa","21_putative_minor_coat_...fna","926543",11.1111111111111
"22","22_putative_minor_coat_..",1,1,"","22_putative_minor_coat_...faa","22_putative_minor_coat_...fna","926543",11.1111111111111
"23","23_putative_major_coat_..",1,1,"PF05356_","23_putative_major_coat_...faa","23_putative_major_coat_...fna","926543",11.1111111111111
"24","24_putative_minor_coat_..",1,1,"","24_putative_minor_coat_...faa","24_putative_minor_coat_...fna","926543",11.1111111111111
"25","25_putative_minor_coat_..",1,1,"PF10734_","25_putative_minor_coat_...faa","25_putative_minor_coat_...fna","926543",11.1111111111111
"26","27_hypothetical_protein",1,1,"","27_hypothetical_protein.faa","27_hypothetical_protein.fna","926543",11.1111111111111
"27","28_putative_phage_DNA_r..",3,3,"PF02486_","28_putative_phage_DNA_r...faa","28_putative_phage_DNA_r...fna","926543_1354496_1027253",33.3333333333333
"28","29_hypothetical_protein",1,1,"","29_hypothetical_protein.faa","29_hypothetical_protein.fna","1354496",11.1111111111111
"29","32_major_coat_protein",1,1,"PF05356_","32_major_coat_protein.faa","32_major_coat_protein.fna","1354496",11.1111111111111
"30","33_hypothetical_protein",1,1,"","33_hypothetical_protein.faa","33_hypothetical_protein.fna","1354496",11.1111111111111
"31","34_hypothetical_protein",1,1,"","34_hypothetical_protein.faa","34_hypothetical_protein.fna","1354496",11.1111111111111
"32","35_hypothetical_protein",1,1,"","35_hypothetical_protein.faa","35_hypothetical_protein.fna","1354496",11.1111111111111
"33","36_hypothetical_protein",1,1,"PF10734_","36_hypothetical_protein.faa","36_hypothetical_protein.fna","1354496",11.1111111111111
"34","37_hypothetical_protein",1,1,"","37_hypothetical_protein.faa","37_hypothetical_protein.fna","1354496",11.1111111111111
"35","39_single-stranded_DNA_..",1,1,"PF02303_","39_single-stranded_DNA_...faa","39_single-stranded_DNA_...fna","1027253",11.1111111111111
"36","40_hypothetical_protein",1,1,"","40_hypothetical_protein.faa","40_hypothetical_protein.fna","1027253",11.1111111111111
"37","41_hypothetical_protein",1,1,"","41_hypothetical_protein.faa","41_hypothetical_protein.fna","1027253",11.1111111111111
"38","42_hypothetical_protein",1,1,"","42_hypothetical_protein.faa","42_hypothetical_protein.fna","1027253",11.1111111111111
"39","43_hypothetical_protein",1,1,"PF10734_","43_hypothetical_protein.faa","43_hypothetical_protein.fna","1027253",11.1111111111111
"40","45_hypothetical_protein",1,1,"PF12375_","45_hypothetical_protein.faa","45_hypothetical_protein.fna","1027253",11.1111111111111
