1,142,292
2,138,283
3,118,238
4,118,235
5,118,234
6,118,239
7,118,242
8,140,282
9,140,281
10,118,239
11,89,181
12,117,239
13,118,238
14,118,237
15,117,239
16,118,240
17,118,238
18,118,241
19,118,235
20,119,244
21,130,266
22,116,243
23,116,243
24,116,239
25,116,236
26,116,239
27,118,241
28,118,239
29,120,242
30,118,238
31,118,241
32,149,303
33,118,239
34,118,239
35,118,239
36,118,238
37,118,246
38,140,283
39,117,239
40,117,242
41,118,244
42,118,243
43,118,242
44,118,243
45,118,239
46,123,249
47,116,237
48,116,238
49,118,240
50,118,238
51,126,263
52,116,236
53,118,243
54,118,243
55,127,265
56,127,265
57,118,245
58,117,239
59,118,241
60,118,242
61,118,242
62,118,241
63,118,244
64,126,261
65,118,242
66,118,239
67,122,250
68,118,241
69,118,239
70,127,266
71,126,263
72,118,241
73,117,239
74,118,244
75,116,243
76,118,239
77,118,238
78,118,242
79,118,237
80,118,239
81,118,242
82,118,242
