1,1
1,2
1,3
1,7
1,8
1,9
1,11
1,14
1,20
1,22
1,23
1,31
1,32
1,33
1,34
1,50
1,53
1,54
1,57
1,65
1,67
1,68
1,71
1,70
1,78
1,80
1,82
1,83
1,91
1,92
1,93
1,94
1,96
1,97
1,99
1,100
1,101
1,79
1,95
1,81
1,21
1,56
1,66
1,75
1,104
1,103
1,16
1,51
1,52
1,40
1,17
1,15
1,85
1,55
1,73
1,43
1,72
1,76
1,61
1,60
1,64
1,10
1,18
1,36
1,27
1,106
1,77
1,35
1,102
1,38
1,90
1,13
1,88
1,28
1,49
1,24
1,41
1,58
1,62
1,45
1,69
1,12
1,87
1,19
1,42
1,48
1,105
1,47
1,63
1,86
1,98
1,89
1,84
1,29
1,5
1,74
2,2
2,1
2,3
2,7
2,8
2,9
2,11
2,14
2,20
2,21
2,22
2,23
2,31
2,32
2,33
2,34
2,50
2,53
2,54
2,56
2,57
2,65
2,67
2,68
2,66
2,71
2,70
2,78
2,79
2,80
2,81
2,82
2,83
2,91
2,92
2,93
2,94
2,95
2,96
2,97
2,99
2,100
2,101
2,104
2,75
2,103
2,16
2,51
2,52
2,17
2,40
2,15
2,55
2,73
2,61
2,72
2,43
2,85
2,60
2,76
2,18
2,10
2,64
2,77
2,27
2,13
2,62
2,28
2,36
2,106
2,88
2,90
2,35
2,24
2,102
2,38
2,48
2,49
2,41
2,58
2,19
2,87
2,12
2,45
2,105
2,42
2,63
2,47
2,69
2,86
2,89
2,98
2,84
2,29
2,5
2,25
2,74
3,3
3,1
3,2
3,7
3,8
3,9
3,11
3,14
3,20
3,21
3,22
3,23
3,31
3,32
3,33
3,34
3,50
3,53
3,54
3,56
3,57
3,65
3,68
3,67
3,66
3,71
3,70
3,78
3,79
3,80
3,81
3,82
3,83
3,91
3,92
3,93
3,94
3,95
3,96
3,97
3,99
3,100
3,101
3,104
3,75
3,103
3,16
3,51
3,52
3,17
3,40
3,15
3,55
3,73
3,72
3,60
3,43
3,61
3,85
3,76
3,18
3,64
3,77
3,10
3,27
3,13
3,36
3,88
3,106
3,28
3,90
3,49
3,24
3,35
3,38
3,102
3,62
3,41
3,58
3,19
3,48
3,105
3,87
3,45
3,12
3,42
3,69
3,63
3,86
3,47
3,98
3,89
3,84
3,29
3,5
3,74
3,25
4,4
5,95
5,97
5,5
5,96
5,3
5,8
5,54
5,7
5,11
5,101
5,93
5,91
5,32
5,33
5,21
5,65
5,23
5,67
5,66
5,20
5,99
5,92
5,70
5,56
5,31
5,34
5,68
5,78
5,57
5,53
5,22
5,100
5,79
5,50
5,14
5,71
5,81
5,80
5,9
5,94
5,75
5,82
5,83
5,2
5,104
5,1
5,61
5,18
5,76
5,12
5,43
5,85
5,28
5,19
5,49
5,51
5,52
5,69
5,16
5,17
5,27
5,13
5,103
5,55
5,98
5,60
5,72
5,73
5,40
5,77
5,87
5,90
5,10
5,29
5,48
5,62
5,88
5,64
5,41
5,24
5,47
5,89
5,58
5,105
5,106
5,36
5,63
5,102
5,38
5,35
5,84
5,42
5,45
5,74
6,6
7,7
7,1
7,2
7,3
7,8
7,9
7,11
7,14
7,20
7,21
7,22
7,23
7,31
7,32
7,33
7,34
7,50
7,53
7,54
7,56
7,57
7,65
7,68
7,67
7,66
7,71
7,70
7,78
7,79
7,80
7,81
7,82
7,83
7,91
7,92
7,93
7,94
7,95
7,96
7,97
7,99
7,100
7,101
7,104
7,75
7,103
7,16
7,51
7,52
7,17
7,40
7,15
7,55
7,43
7,73
7,61
7,72
7,85
7,60
7,76
7,18
7,64
7,49
7,88
7,90
7,77
7,106
7,36
7,10
7,27
7,62
7,13
7,45
7,28
7,102
7,35
7,24
7,38
7,58
7,42
7,19
7,48
7,41
7,12
7,87
7,105
7,69
7,63
7,47
7,86
7,98
7,89
7,84
7,29
7,5
7,74
7,25
8,8
8,1
8,2
8,3
8,7
8,9
8,11
8,14
8,20
8,21
8,22
8,23
8,31
8,32
8,33
8,34
8,50
8,53
8,54
8,56
8,57
8,65
8,67
8,68
8,66
8,71
8,70
8,78
8,79
8,80
8,81
8,82
8,83
8,91
8,92
8,93
8,94
8,95
8,96
8,97
8,99
8,100
8,101
8,104
8,75
8,103
8,16
8,51
8,52
8,17
8,40
8,15
8,55
8,43
8,73
8,61
8,72
8,85
8,60
8,18
8,76
8,64
8,36
8,77
8,106
8,90
8,88
8,27
8,10
8,35
8,13
8,38
8,28
8,24
8,62
8,102
8,58
8,41
8,49
8,48
8,87
8,19
8,45
8,42
8,105
8,12
8,86
8,69
8,63
8,47
8,98
8,89
8,84
8,29
8,5
8,74
8,25
9,9
9,1
9,2
9,3
9,7
9,8
9,11
9,14
9,20
9,21
9,22
9,23
9,31
9,32
9,33
9,34
9,50
9,53
9,54
9,56
9,57
9,65
9,67
9,68
9,66
9,71
9,70
9,78
9,79
9,80
9,81
9,82
9,83
9,91
9,92
9,93
9,94
9,95
9,96
9,97
9,99
9,100
9,101
9,104
9,75
9,103
9,16
9,51
9,52
9,17
9,40
9,15
9,61
9,43
9,55
9,73
9,72
9,85
9,60
9,76
9,18
9,64
9,27
9,77
9,10
9,62
9,28
9,88
9,13
9,90
9,36
9,48
9,106
9,45
9,102
9,49
9,87
9,35
9,42
9,38
9,24
9,19
9,41
9,58
9,12
9,63
9,47
9,105
9,86
9,69
9,89
9,98
9,84
9,29
9,5
9,74
9,25
10,10
10,102
10,24
10,58
10,41
10,105
10,106
10,36
10,38
10,35
10,76
10,18
10,43
10,61
10,22
10,100
10,104
10,32
10,97
10,2
10,50
10,28
10,11
10,54
10,94
10,14
10,79
10,33
10,83
10,67
10,34
10,8
10,95
10,92
10,96
10,101
10,68
10,99
10,80
10,70
10,91
10,27
10,31
10,21
10,3
10,81
10,82
10,9
10,57
10,85
10,19
10,93
10,13
10,71
10,7
10,78
10,20
10,66
10,53
10,23
10,56
10,40
10,65
10,1
10,73
10,72
10,87
10,103
10,16
10,90
10,51
10,52
10,12
10,62
10,48
10,64
10,55
10,89
10,63
10,60
10,17
10,88
10,77
10,47
10,45
10,49
10,86
10,42
10,84
10,75
10,29
10,69
10,98
10,15
10,74
10,74
10,5
11,11
11,1
11,2
11,3
11,7
11,8
11,9
11,14
11,20
11,21
11,22
11,23
11,31
11,32
11,33
11,34
11,50
11,53
11,54
11,56
11,57
11,65
11,68
11,67
11,66
11,71
11,70
11,78
11,79
11,80
11,81
11,82
11,83
11,91
11,92
11,93
11,94
11,95
11,96
11,97
11,99
11,100
11,101
11,104
11,75
11,103
11,16
11,51
11,52
11,17
11,40
11,15
11,55
11,73
11,61
11,43
11,72
11,60
11,85
11,76
11,18
11,64
11,77
11,62
11,13
11,10
11,49
11,36
11,88
11,90
11,27
11,106
11,38
11,35
11,28
11,48
11,102
11,19
11,24
11,58
11,41
11,45
11,42
11,87
11,105
11,12
11,69
11,63
11,86
11,47
11,98
11,89
11,84
11,29
11,5
11,74
11,25
12,12
12,13
12,19
12,27
12,28
12,47
12,63
12,89
12,84
12,29
12,71
12,21
12,102
12,58
12,33
12,92
12,94
12,50
12,23
12,65
12,106
12,7
12,8
12,57
12,91
12,35
12,31
12,101
12,11
12,82
12,22
12,100
12,68
12,18
12,54
12,93
12,80
12,53
12,70
12,20
12,61
12,24
12,83
12,79
12,2
12,36
12,99
12,3
12,81
12,34
12,41
12,56
12,85
12,9
12,97
12,76
12,43
12,105
12,67
12,14
12,10
12,104
12,32
12,78
12,96
12,38
12,95
12,48
12,62
12,1
12,40
12,66
12,103
12,45
12,42
12,86
12,49
12,16
12,17
12,51
12,52
12,64
12,88
12,75
12,77
12,90
12,55
12,87
12,73
12,72
12,60
12,69
12,98
12,25
12,15
12,5
13,13
13,19
13,27
13,28
13,12
13,63
13,84
13,47
13,89
13,29
13,58
13,41
13,106
13,40
13,43
13,102
13,36
13,21
13,18
13,24
13,61
13,11
13,104
13,94
13,71
13,48
13,76
13,50
13,68
13,79
13,22
13,100
13,62
13,8
13,54
13,93
13,2
13,57
13,91
13,101
13,80
13,92
13,3
13,70
13,82
13,65
13,10
13,99
13,85
13,33
13,9
13,97
13,105
13,7
13,23
13,81
13,35
13,83
13,53
13,31
13,67
13,34
13,14
13,38
13,32
13,96
13,56
13,78
13,95
13,20
13,49
13,42
13,66
13,86
13,45
13,1
13,103
13,17
13,51
13,52
13,16
13,64
13,77
13,88
13,55
13,87
13,75
13,73
13,72
13,90
13,60
13,69
13,98
13,25
13,15
13,5
14,14
14,1
14,2
14,3
14,7
14,8
14,9
14,11
14,20
14,21
14,22
14,23
14,31
14,32
14,33
14,34
14,50
14,53
14,54
14,56
14,57
14,65
14,67
14,68
14,66
14,71
14,70
14,78
14,79
14,80
14,81
14,82
14,83
14,91
14,92
14,93
14,94
14,95
14,96
14,97
14,99
14,100
14,101
14,104
14,75
14,16
14,103
14,51
14,52
14,17
14,40
14,15
14,61
14,55
14,43
14,73
14,72
14,85
14,60
14,76
14,18
14,64
14,90
14,77
14,88
14,10
14,27
14,62
14,28
14,102
14,49
14,36
14,106
14,45
14,13
14,48
14,38
14,24
14,87
14,58
14,42
14,35
14,41
14,19
14,105
14,12
14,86
14,63
14,47
14,69
14,98
14,89
14,84
14,29
14,5
14,74
14,25
15,15
15,14
15,67
15,8
15,31
15,34
15,78
15,79
15,7
15,23
15,83
15,80
15,2
15,57
15,82
15,33
15,3
15,53
15,94
15,54
15,70
15,9
15,95
15,97
15,71
15,81
15,99
15,32
15,65
15,101
15,93
15,20
15,96
15,68
15,11
15,56
15,50
15,66
15,21
15,92
15,91
15,22
15,100
15,104
15,1
15,16
15,103
15,51
15,52
15,17
15,40
15,55
15,88
15,64
15,60
15,73
15,72
15,77
15,61
15,90
15,62
15,75
15,87
15,106
15,36
15,102
15,43
15,10
15,24
15,38
15,58
15,48
15,35
15,18
15,41
15,76
15,49
15,45
15,42
15,105
15,85
15,86
15,19
15,27
15,13
15,28
15,12
15,47
15,63
15,89
15,29
15,69
15,98
15,74
15,84
15,25
16,16
16,17
16,51
16,52
16,103
16,60
16,55
16,73
16,72
16,98
16,69
16,11
16,33
16,97
16,70
16,66
16,65
16,79
16,94
16,7
16,95
16,101
16,23
16,93
16,20
16,3
16,50
16,67
16,80
16,81
16,54
16,71
16,14
16,68
16,31
16,83
16,82
16,8
16,32
16,34
16,99
16,78
16,96
16,53
16,2
16,9
16,57
16,22
16,100
16,21
16,56
16,91
16,92
16,104
16,1
16,49
16,62
16,88
16,64
16,77
16,48
16,90
16,40
16,87
16,61
16,43
16,15
16,29
16,27
16,18
16,28
16,85
16,76
16,10
16,45
16,86
16,13
16,75
16,42
16,19
16,47
16,63
16,36
16,102
16,89
16,12
16,24
16,106
16,84
16,38
16,35
16,58
16,41
16,105
16,5
16,74
16,25
17,17
17,16
17,51
17,52
17,103
17,60
17,55
17,73
17,72
17,98
17,69
17,66
17,70
17,11
17,97
17,33
17,71
17,54
17,95
17,94
17,65
17,20
17,79
17,3
17,81
17,23
17,101
17,93
17,7
17,80
17,50
17,14
17,32
17,99
17,53
17,67
17,83
17,68
17,96
17,31
17,8
17,9
17,82
17,2
17,56
17,34
17,78
17,57
17,22
17,100
17,92
17,21
17,91
17,104
17,1
17,49
17,88
17,62
17,77
17,64
17,48
17,90
17,40
17,87
17,27
17,28
17,29
17,61
17,18
17,43
17,15
17,85
17,13
17,76
17,10
17,45
17,19
17,63
17,47
17,86
17,75
17,42
17,12
17,36
17,102
17,35
17,89
17,106
17,24
17,84
17,38
17,41
17,58
17,105
17,5
17,74
17,25
18,18
18,61
18,76
18,43
18,85
18,48
18,62
18,77
18,64
18,42
18,45
18,86
18,88
18,87
18,49
18,40
18,90
18,73
18,55
18,72
18,104
18,60
18,97
18,8
18,32
18,22
18,100
18,70
18,56
18,92
18,95
18,93
18,65
18,66
18,50
18,101
18,21
18,11
18,14
18,31
18,67
18,79
18,68
18,78
18,54
18,80
18,33
18,82
18,57
18,34
18,23
18,83
18,7
18,9
18,10
18,53
18,94
18,20
18,81
18,3
18,2
18,91
18,99
18,96
18,71
18,13
18,58
18,19
18,24
18,102
18,47
18,105
18,89
18,28
18,41
18,27
18,63
18,51
18,52
18,16
18,106
18,84
18,103
18,36
18,35
18,1
18,17
18,38
18,12
18,75
18,69
18,98
18,29
18,15
18,5
19,19
19,13
19,27
19,28
19,12
19,47
19,63
19,89
19,84
19,29
19,58
19,102
19,41
19,104
19,18
19,106
19,24
19,61
19,21
19,105
19,43
19,36
19,40
19,10
19,35
19,85
19,38
19,11
19,65
19,50
19,79
19,94
19,93
19,62
19,54
19,57
19,8
19,71
19,76
19,48
19,7
19,70
19,3
19,23
19,101
19,68
19,92
19,33
19,67
19,14
19,91
19,34
19,86
19,31
19,22
19,100
19,2
19,80
19,82
19,97
19,96
19,56
19,81
19,83
19,99
19,78
19,53
19,9
19,95
19,20
19,32
19,77
19,42
19,49
19,45
19,103
19,16
19,51
19,52
19,66
19,1
19,55
19,17
19,64
19,88
19,60
19,73
19,90
19,87
19,72
19,75
19,69
