source:/home/abelardo/Documents/Semestre2021-2/ssDNA_invoking_gethoms/results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435_intersection	Abutilon-Brazil-virus_taxid_665102.gbk	Abutilon-mosaic-Bolivia-virus_taxid_932071.gbk	Abutilon-mosaic-Brazil-virus_taxid_1046572.gbk	Abutilon-mosaic-virus_taxid_10815.gbk	Asystasia-mosaic-Madagascar-virus_taxid_1611435.gbk	Bean-calico-mosaic-virus_taxid_31602.gbk	Bean-chlorosis-virus_taxid_1227354.gbk	Bean-dwarf-mosaic-virus_taxid_10838.gbk	Bean-golden-yellow-mosaic-virus-Dominican-Republic_taxid_222445.gbk	Bean-golden-yellow-mosaic-virus_taxid_220340.gbk	Blainvillea-yellow-spot-virus_taxid_536081.gbk	Cabbage-leaf-curl-virus_taxid_51336.gbk	Capraria-yellow-spot-Yucatan-virus_taxid_1311277.gbk	Chino-del-tomate-virus_taxid_47838.gbk	Cnidoscolus-mosaic-leaf-deformation-virus_taxid_1747500.gbk	Common-bean-severe-mosaic-virus_taxid_1915203.gbk	Corchorus-golden-mosaic-virus_taxid_390436.gbk	Corchorus-yellow-spot-virus_taxid_403897.gbk	Corchorus-yellow-vein-virus--Hoa-Binh_taxid_293284.gbk	Cotton-chlorotic-spot-virus_taxid_1396815.gbk	Cotton-leaf-crumple-virus_taxid_77647.gbk	Cucurbit-leaf-crumple-virus_taxid_134681.gbk	Dalechampia-chlorotic-mosaic-virus_taxid_1227356.gbk	Datura-leaf-distortion-virus_taxid_1227357.gbk	Dicliptera-yellow-mottle-virus_taxid_94700.gbk	Euphorbia-yellow-mosaic-virus_taxid_598494.gbk	Horsegram-yellow-mosaic-virus_taxid_263793.gbk	Jacquemontia-mosaic-Yucatan-virus_taxid_1198450.gbk	Jacquemontia-yellow-mosaic-virus_taxid_1490227.gbk	Jacquemontia-yellow-vein-virus_taxid_1982675.gbk	Jatropha-mosaic-virus_taxid_75574.gbk	Kudzu-mosaic-virus_taxid_390437.gbk	Macroptilium-common-mosaic-virus_taxid_1904881.gbk	Macroptilium-golden-mosaic-virus_taxid_51676.gbk	Macroptilium-golden-yellow-mosaic-virus_taxid_2021666.gbk	Macroptilium-yellow-mosaic-Florida-virus_taxid_223284.gbk	Macroptilium-yellow-mosaic-virus_taxid_169865.gbk	Macroptilium-yellow-net-virus_taxid_1129033.gbk	Malvastrum-bright-yellow-mosaic-virus_taxid_1906668.gbk	Malvastrum-yellow-mosaic-Jamaica-virus_taxid_376612.gbk	Melochia-mosaic-virus_taxid_1742594.gbk	Melochia-yellow-mosaic-virus_taxid_1742595.gbk	Melon-chlorotic-leaf-curl-virus-Guatemala_taxid_223286.gbk	Melon-chlorotic-mosaic-virus_taxid_180399.gbk	Merremia-mosaic-Puerto-Rico-virus_taxid_714309.gbk	Mungbean-yellow-mosaic-India-virus_taxid_223287.gbk	Mungbean-yellow-mosaic-virus_taxid_33726.gbk	Okra-mottle-virus_taxid_619599.gbk	Okra-yellow-mosaic-Mexico-virus_taxid_327280.gbk	Passionfruit-leaf-distortion-virus_taxid_1737555.gbk	Passionfruit-severe-leaf-distortion-virus_taxid_648801.gbk	Pavonia-mosaic-virus_taxid_1772258.gbk	Pavonia-yellow-mosaic-virus_taxid_1742596.gbk	Pepper-golden-mosaic-virus_taxid_223301.gbk	Pepper-huasteco-yellow-vein-virus_taxid_223303.gbk	Potato-yellow-mosaic-Panama-virus_taxid_223307.gbk	Potato-yellow-mosaic-Trinidad-virus_taxid_223308.gbk	Potato-yellow-mosaic-virus_taxid_10827.gbk	Rhynchosia-golden-mosaic-Havana-virus-Cuba-Havana-28-2007_taxid_889202.gbk	Rhynchosia-golden-mosaic-Sinaloa-virus_taxid_1513519.gbk	Rhynchosia-golden-mosaic-Yucatan-virus_taxid_457286.gbk	Rhynchosia-mild-mosaic-virus_taxid_714308.gbk	Rhynchosia-rugose-golden-mosaic-virus-Cuba-Camaguey-171-2009_taxid_889203.gbk	Rhynchosia-yellow-mosaic-virus_taxid_529680.gbk	Sida-angular-mosaic-virus_taxid_1904882.gbk	Sida-bright-yellow-mosaic-virus_taxid_1949196.gbk	Sida-chlorotic-vein-virus_taxid_1904883.gbk	Sida-ciliaris-golden-mosaic-virus_taxid_1264880.gbk	Sida-golden-mosaic-Buckup-virus-Jamaica-St-Elizabeth-2004_taxid_929769.gbk	Sida-golden-mosaic-Costa-Rica-virus_taxid_223313.gbk	Sida-golden-mosaic-Florida-virus-Malvastrum_taxid_871521.gbk	Sida-golden-mosaic-Honduras-virus_taxid_223316.gbk	Sida-golden-mosaic-virus_taxid_51034.gbk	Sida-golden-mottle-virus_taxid_759390.gbk	Sida-golden-yellow-vein-virus-Jamaica-Liguanea2-2008_taxid_929766.gbk	Sida-micrantha-mosaic-virus_taxid_228897.gbk	Sida-mosaic-Alagoas-virus_taxid_1046571.gbk	Sida-mosaic-Bolivia-virus-1_taxid_932069.gbk	Sida-mosaic-Bolivia-virus-2_taxid_932070.gbk	Sida-mosaic-Sinaloa-virus_taxid_367850.gbk	Sida-yellow-mosaic-Yucatan-virus_taxid_408719.gbk	Sida-yellow-mottle-virus_taxid_1093958.gbk	Sida-yellow-vein-virus_taxid_223321.gbk	Solanum-mosaic-Bolivia-virus_taxid_932073.gbk	Soybean-chlorotic-blotch-virus_taxid_761702.gbk	Soybean-chlorotic-spot-virus_taxid_1221206.gbk	Squash-leaf-curl-virus_taxid_10829.gbk	Squash-mild-leaf-curl-virus_taxid_223324.gbk	Squash-yellow-mild-mottle-virus_taxid_1051966.gbk	Tobacco-leaf-curl-Cuba-virus_taxid_336987.gbk	Tobacco-yellow-crinkle-virus_taxid_565052.gbk	Tomato-chlorotic-leaf-distortion-virus-Venezuela-Zulia-2004_taxid_983437.gbk	Tomato-chlorotic-mottle-Guyane-virus_taxid_1701549.gbk	Tomato-chlorotic-mottle-virus_taxid_172391.gbk	Tomato-golden-mosaic-virus_taxid_10831.gbk	Tomato-golden-mottle-virus_taxid_223342.gbk	Tomato-leaf-curl-Sinaloa-virus_taxid_71186.gbk	Tomato-mild-yellow-leaf-curl-Aragua-virus_taxid_1124577.gbk	Tomato-mottle-Taino-virus_taxid_223358.gbk	Tomato-mottle-virus_taxid_10835.gbk	Tomato-rugose-mosaic-virus_taxid_134599.gbk	Tomato-rugose-yellow-leaf-curl-virus_taxid_1162280.gbk	Tomato-severe-rugose-virus_taxid_158463.gbk	Tomato-yellow-leaf-distortion-virus_taxid_649996.gbk	Tomato-yellow-margin-leaf-curl-virus_taxid_260909.gbk	Tomato-yellow-mottle-virus_taxid_86502.gbk	Tomato-yellow-spot-virus_taxid_365523.gbk	Triumfetta-yellow-mosaic-virus_taxid_1825950.gbk	Velvet-bean-severe-mosaic-virus_taxid_667119.gbk	West-African-Asystasia-virus-1_taxid_1046573.gbk	Wissadula-golden-mosaic-virus_taxid_51673.gbk	
6_AC1.faa	ID:YP_003622544.1,	ID:YP_004207822.1,	ID:YP_004958227.1,	ID:NP_047218.2,	ID:YP_009121940.1,	ID:NP_612597.1,	ID:YP_007024783.1,	ID:NP_047223.1,	-	ID:NP_040770.1,	ID:YP_001960962.1,	ID:NP_620884.1,	ID:YP_008400131.1,	ID:NP_620748.1,	ID:YP_009508392.1,	ID:YP_009325424.1,	ID:YP_001333687.1,	ID:YP_794165.1,	ID:YP_115511.1,	ID:YP_009507988.1,	ID:NP_795340.1,	ID:NP_148988.1,	ID:YP_006860599.1,	ID:YP_006860604.1,	ID:NP_620852.1,	ID:YP_002791014.1,	ID:NP_981938.1,	ID:YP_009507995.1,	ID:YP_009508296.1,	ID:YP_009666520.1,	ID:YP_009026403.1,	ID:YP_001333680.1,	ID:YP_009310071.1,	ID:YP_001974416.1,	ID:YP_009408646.1,	ID:NP_671468.1,	ID:YP_001876452.1,	ID:YP_005352908.1,	ID:YP_009310094.1,	ID:YP_009508001.1,	ID:YP_009175078.1,	ID:YP_009175085.1,	ID:NP_835275.1,	ID:YP_003828907.1,	ID:YP_004429245.1,	ID:NP_803150.1,	ID:NP_077091.1,	ID:YP_002154620.1,	ID:YP_003587821.1,	ID:YP_009316183.1,	ID:YP_002941855.1,	ID:YP_009508387.1,	ID:YP_009226417.1,	ID:NP_671475.1,	ID:NP_040324.1,	ID:NP_049355.1,	ID:NP_808758.1,	ID:NP_047237.1,	ID:YP_009508009.1,	ID:YP_009508016.1,	ID:YP_002753151.1,	ID:YP_004429239.1,	ID:YP_009508025.1,	ID:YP_009508139.1,	ID:YP_009310086.1,	ID:YP_009508426.1,	ID:YP_009310080.1,	ID:YP_009506464.1,	-	ID:NP_808911.1,	ID:YP_003856011.1,	ID:NP_808893.1,	ID:NP_049348.1,	ID:YP_003620408.1,	ID:YP_004064947.1,	ID:NP_957674.1,	ID:YP_004958222.1,	ID:YP_004207827.1,	ID:YP_004207815.1,	ID:YP_619888.1,	ID:YP_980246.1,	ID:YP_004901696.1,	ID:NP_808900.1,	ID:YP_009042058.1,	ID:YP_003622559.1,	ID:YP_006590064.1,	ID:NP_047243.2,	ID:NP_808804.1,	ID:NP_620883.1,	ID:YP_009428564.1,	ID:YP_004564604.1,	ID:YP_004821545.1,	ID:YP_009508315.1,	ID:NP_620012.1,	ID:NP_077735.1,	ID:YP_619883.1,	ID:YP_001294917.1,	ID:YP_001249281.1,	ID:NP_044925.1,	ID:NP_047249.1,	ID:NP_066371.1,	ID:YP_007438888.1,	ID:YP_001294922.1,	ID:YP_002268205.1,	ID:YP_006459.1,	ID:YP_007250561.1,	ID:YP_459916.1,	ID:YP_009508397.1,	ID:YP_003254640.1,	ID:YP_004958233.1,	ID:YP_001974402.1,	
7_AC4.faa	ID:YP_003622545.1,	-	ID:YP_004958228.1,	-	-	ID:NP_612598.1,	-	-	-	-	-	ID:NP_620888.1,	ID:YP_008400132.1,	-	-	-	-	-	-	ID:YP_009507989.1,	-	-	-	-	-	-	-	ID:YP_009507996.1,	-	ID:YP_009666521.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_003828908.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009508017.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_007438889.1,	-	-	-	-	-	-	-	-	-	
12_AC4.faa	-	ID:YP_004207823.1,	-	-	ID:YP_009121941.1,	-	ID:YP_007024784.1,	-	-	-	ID:YP_001960963.1,	-	-	ID:NP_620749.1,	ID:YP_009508393.1,	ID:YP_009325425.1,	ID:YP_001333688.1,	-	ID:YP_115512.1,	-	-	-	ID:YP_006860600.1,	ID:YP_006860605.1,	-	-	ID:NP_981939.1,	-	ID:YP_009508297.1,	-	ID:YP_009026404.1,	ID:YP_001333681.1,	ID:YP_009310072.1,	-	ID:YP_009408647.1,	ID:NP_671469.1,	ID:YP_001876453.1,	ID:YP_005352909.1,	ID:YP_009310095.1,	ID:YP_009508003.1,	ID:YP_009175079.1,	ID:YP_009175086.1,	-	-	-	ID:NP_803151.1,	ID:NP_077092.1,	-	ID:YP_003587822.1,	ID:YP_009316184.1,	ID:YP_002941856.1,	ID:YP_009508388.1,	ID:YP_009226418.1,	-	-	ID:NP_049356.1,	ID:NP_808759.1,	-	ID:YP_009508010.1,	-	-	-	ID:YP_009508026.1,	ID:YP_009508140.1,	ID:YP_009310087.1,	ID:YP_009508427.1,	ID:YP_009310081.1,	ID:YP_009506465.1,	ID:YP_004063989.1,	ID:NP_808912.1,	ID:YP_003856012.1,	ID:NP_808897.1,	ID:NP_049349.1,	ID:YP_003620409.1,	ID:YP_004064948.1,	ID:NP_957675.1,	ID:YP_004958223.1,	ID:YP_004207828.1,	ID:YP_004207816.1,	ID:YP_619889.1,	-	ID:YP_004901697.1,	ID:NP_808904.1,	ID:YP_009042059.1,	ID:YP_003622560.1,	-	-	-	-	ID:YP_009428565.1,	ID:YP_004564605.1,	-	ID:YP_009508316.1,	ID:NP_620013.1,	ID:NP_077738.1,	ID:YP_619884.1,	ID:YP_001294918.1,	-	-	-	-	-	ID:YP_001294923.1,	ID:YP_002268206.1,	ID:YP_006460.1,	ID:YP_007250562.1,	-	ID:YP_009508398.1,	ID:YP_003254641.1,	ID:YP_004958234.1,	ID:YP_001974403.1,	
30_AV2.faa	-	-	-	-	ID:YP_009121936.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_981934.1,	-	-	-	-	ID:YP_001333676.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_803145.1,	ID:NP_077085.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009508134.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_003254635.1,	-	-	
56_AR1.faa	ID:YP_003622541.1,	ID:YP_004207819.1,	ID:YP_004958224.1,	ID:NP_047215.2,	ID:YP_009121937.1,	ID:NP_612594.1,	ID:YP_007024780.1,	ID:NP_047224.1,	ID:YP_009507975.1,	ID:NP_040772.1,	ID:YP_001960959.1,	ID:NP_620885.1,	ID:YP_008400128.1,	ID:NP_620745.1,	ID:YP_009508389.1,	ID:YP_009325421.1,	ID:YP_001333684.1,	ID:YP_794162.1,	ID:YP_115508.1,	ID:YP_009507985.1,	ID:NP_795337.1,	ID:NP_148985.1,	ID:YP_006860596.1,	ID:YP_006860601.1,	ID:NP_620849.1,	ID:YP_002791011.1,	ID:NP_981935.1,	ID:YP_009507992.1,	ID:YP_009508293.1,	ID:YP_009666517.1,	ID:YP_009026400.1,	ID:YP_001333677.1,	ID:YP_009310067.1,	ID:YP_001974413.1,	ID:YP_009408642.1,	ID:NP_671465.1,	ID:YP_001876449.1,	ID:YP_005352905.1,	ID:YP_009310090.1,	ID:YP_009507999.1,	ID:YP_009175075.1,	ID:YP_009175082.1,	ID:NP_835272.1,	ID:YP_003828904.1,	ID:YP_004429242.1,	ID:NP_803146.1,	ID:NP_077087.1,	ID:YP_002154617.1,	ID:YP_003587818.1,	ID:YP_009316180.1,	ID:YP_002941852.1,	ID:YP_009508384.1,	ID:YP_009226414.1,	ID:NP_671472.1,	ID:NP_040320.1,	ID:NP_049352.1,	ID:NP_808755.1,	ID:NP_047238.1,	ID:YP_009508006.1,	ID:YP_009508013.1,	ID:YP_002753148.1,	ID:YP_004429236.1,	ID:YP_009508022.1,	ID:YP_009508135.1,	ID:YP_009310082.1,	ID:YP_009508423.1,	ID:YP_009310077.1,	ID:YP_009506461.1,	ID:YP_004063987.1,	ID:NP_808891.1,	ID:YP_003856008.1,	ID:NP_808894.1,	ID:NP_049345.1,	ID:YP_003620405.1,	ID:YP_004064944.1,	ID:NP_957671.1,	ID:YP_004958219.1,	ID:YP_004207824.1,	ID:YP_004207812.1,	ID:YP_619885.1,	ID:YP_980243.1,	ID:YP_004901693.1,	ID:NP_808901.1,	ID:YP_009042055.1,	ID:YP_003622555.1,	ID:YP_006590061.1,	ID:NP_047244.1,	ID:NP_808801.1,	ID:NP_620880.1,	ID:YP_009428561.1,	ID:YP_004564601.1,	ID:YP_004821542.1,	ID:YP_009508312.1,	ID:NP_620009.1,	ID:NP_041238.1,	ID:YP_619880.1,	ID:YP_001294914.1,	ID:YP_001249279.1,	ID:NP_044922.1,	ID:NP_047250.1,	ID:NP_066373.1,	ID:YP_007438885.1,	ID:YP_001294919.1,	ID:YP_002268202.1,	ID:YP_006456.1,	ID:YP_007250558.1,	ID:YP_459913.1,	ID:YP_009508394.1,	ID:YP_003254636.1,	ID:YP_004958230.1,	ID:YP_001974399.1,	
57_AL3.faa	ID:YP_003622542.1,	ID:YP_004207820.1,	ID:YP_004958225.1,	ID:NP_047216.1,	ID:YP_009121938.1,	ID:NP_612595.1,	ID:YP_007024781.1,	ID:NP_047225.1,	ID:YP_009507976.1,	ID:NP_040774.1,	ID:YP_001960960.1,	ID:NP_620886.1,	ID:YP_008400129.1,	ID:NP_620746.1,	ID:YP_009508390.1,	ID:YP_009325422.1,	ID:YP_001333685.1,	ID:YP_794163.1,	ID:YP_115509.1,	ID:YP_009507986.1,	ID:NP_795338.1,	ID:NP_148986.1,	ID:YP_006860597.1,	ID:YP_006860602.1,	ID:NP_620850.1,	ID:YP_002791012.1,	ID:NP_981936.1,	ID:YP_009507993.1,	ID:YP_009508294.1,	ID:YP_009666518.1,	ID:YP_009026401.1,	ID:YP_001333678.1,	ID:YP_009310069.1,	ID:YP_001974414.1,	ID:YP_009408644.1,	ID:NP_671466.1,	ID:YP_001876450.1,	ID:YP_005352906.1,	ID:YP_009310092.1,	-	ID:YP_009175076.1,	ID:YP_009175083.1,	ID:NP_835273.1,	ID:YP_003828905.1,	ID:YP_004429243.1,	ID:NP_803148.1,	ID:NP_077090.1,	ID:YP_002154618.1,	ID:YP_003587819.1,	ID:YP_009316181.1,	ID:YP_002941853.1,	ID:YP_009508385.1,	ID:YP_009226415.1,	ID:NP_671473.1,	ID:NP_040322.1,	ID:NP_049353.1,	ID:NP_808756.1,	ID:NP_047239.1,	ID:YP_009508007.1,	ID:YP_009508014.1,	ID:YP_002753149.1,	ID:YP_004429237.1,	ID:YP_009508023.1,	ID:YP_009508137.1,	ID:YP_009310084.1,	ID:YP_009508424.1,	ID:YP_009310078.1,	ID:YP_009506462.1,	ID:YP_004063988.1,	ID:NP_808909.1,	ID:YP_003856009.1,	ID:NP_808895.1,	ID:NP_049346.1,	ID:YP_003620406.1,	ID:YP_004064945.1,	ID:NP_957672.1,	ID:YP_004958220.1,	ID:YP_004207825.1,	ID:YP_004207813.1,	ID:YP_619886.1,	ID:YP_980244.1,	ID:YP_004901694.1,	ID:NP_808902.1,	ID:YP_009042056.1,	ID:YP_003622557.1,	ID:YP_006590062.1,	ID:NP_047245.1,	ID:NP_808802.1,	ID:NP_620881.1,	ID:YP_009428562.1,	ID:YP_004564602.1,	ID:YP_004821543.1,	ID:YP_009508313.1,	ID:NP_620010.1,	ID:NP_077736.1,	ID:YP_619881.1,	ID:YP_001294915.1,	ID:YP_001249280.1,	ID:NP_044923.1,	ID:NP_047251.1,	ID:NP_066374.1,	ID:YP_007438886.1,	ID:YP_001294920.1,	ID:YP_002268203.1,	ID:YP_006457.1,	ID:YP_007250559.1,	ID:YP_459914.1,	ID:YP_009508395.1,	ID:YP_003254638.1,	ID:YP_004958231.1,	ID:YP_001974400.1,	
58_AL2.faa	ID:YP_003622543.1,	ID:YP_004207821.1,	ID:YP_004958226.1,	ID:NP_047217.2,	ID:YP_009121939.1,	ID:NP_612596.1,	ID:YP_007024782.1,	ID:NP_047226.1,	ID:YP_009507977.1,	ID:NP_040775.1,	ID:YP_001960961.1,	ID:NP_620887.1,	ID:YP_008400130.1,	ID:NP_620747.1,	ID:YP_009508391.1,	ID:YP_009325423.1,	ID:YP_001333686.1,	ID:YP_794164.1,	ID:YP_115510.1,	ID:YP_009507987.1,	ID:NP_795339.1,	ID:NP_148987.1,	ID:YP_006860598.1,	ID:YP_006860603.1,	ID:NP_620851.1,	ID:YP_002791013.1,	ID:NP_981937.1,	ID:YP_009507994.1,	ID:YP_009508295.1,	ID:YP_009666519.1,	ID:YP_009026402.1,	ID:YP_001333679.1,	ID:YP_009310070.1,	ID:YP_001974415.1,	ID:YP_009408645.1,	ID:NP_671467.1,	ID:YP_001876451.1,	ID:YP_005352907.1,	ID:YP_009310093.1,	ID:YP_009508000.1,	ID:YP_009175077.1,	ID:YP_009175084.1,	ID:NP_835274.1,	ID:YP_003828906.1,	ID:YP_004429244.1,	ID:NP_803149.1,	-	ID:YP_002154619.1,	ID:YP_003587820.1,	ID:YP_009316182.1,	ID:YP_002941854.1,	ID:YP_009508386.1,	ID:YP_009226416.1,	ID:NP_671474.1,	ID:NP_040323.1,	ID:NP_049354.1,	ID:NP_808757.1,	ID:NP_047240.1,	ID:YP_009508008.1,	ID:YP_009508015.1,	ID:YP_002753150.1,	ID:YP_004429238.1,	ID:YP_009508024.1,	ID:YP_009508138.1,	ID:YP_009310085.1,	ID:YP_009508425.1,	ID:YP_009310079.1,	ID:YP_009506463.1,	-	ID:NP_808910.1,	ID:YP_003856010.1,	ID:NP_808896.1,	ID:NP_049347.1,	ID:YP_003620407.1,	ID:YP_004064946.1,	ID:NP_957673.1,	ID:YP_004958221.1,	ID:YP_004207826.1,	ID:YP_004207814.1,	ID:YP_619887.1,	ID:YP_980245.1,	ID:YP_004901695.1,	ID:NP_808903.1,	ID:YP_009042057.1,	ID:YP_003622558.1,	ID:YP_006590063.1,	ID:NP_047246.1,	ID:NP_808803.1,	ID:NP_620882.1,	ID:YP_009428563.1,	ID:YP_004564603.1,	ID:YP_004821544.1,	ID:YP_009508314.1,	ID:NP_620011.1,	ID:NP_077737.1,	ID:YP_619882.1,	ID:YP_001294916.1,	-	ID:NP_044924.1,	ID:NP_047252.1,	ID:NP_066375.1,	ID:YP_007438887.1,	ID:YP_001294921.1,	ID:YP_002268204.1,	ID:YP_006458.1,	ID:YP_007250560.1,	ID:YP_459915.1,	ID:YP_009508396.1,	ID:YP_003254639.1,	ID:YP_004958232.1,	ID:YP_001974401.1,	
59_BR1.faa	ID:YP_003622546.1,	ID:YP_004207831.1,	ID:YP_004958237.1,	ID:NP_047219.2,	ID:YP_009121934.1,	ID:NP_612599.1,	ID:YP_007024778.1,	ID:NP_047221.1,	ID:YP_009507973.1,	ID:NP_040768.1,	ID:YP_001960964.1,	ID:NP_624352.1,	ID:YP_008400133.1,	ID:NP_620750.1,	ID:YP_009547928.1,	ID:YP_009547940.1,	ID:YP_001333689.1,	ID:YP_794166.1,	ID:YP_115513.1,	ID:YP_009507990.1,	ID:NP_795341.1,	ID:NP_148989.1,	ID:YP_006860606.1,	ID:YP_006860594.1,	ID:NP_620853.1,	ID:YP_002791015.2,	ID:NP_981940.1,	ID:YP_009507997.1,	ID:YP_009547924.1,	ID:YP_009927291.1,	ID:YP_009026405.1,	ID:YP_001333682.1,	ID:YP_009310073.1,	ID:YP_001974417.1,	ID:YP_009408648.1,	ID:NP_671470.1,	ID:YP_001876454.1,	ID:YP_005352910.1,	ID:YP_009310096.1,	ID:YP_009508004.1,	ID:YP_009175080.1,	ID:YP_009175087.1,	ID:YP_009175072.1,	ID:YP_003828909.1,	ID:YP_004429246.1,	ID:NP_803152.1,	ID:NP_620377.1,	ID:YP_002154621.1,	ID:YP_003587823.1,	ID:YP_009316185.1,	ID:YP_002941857.1,	ID:YP_009547930.1,	ID:YP_009480522.1,	ID:NP_671456.1,	ID:NP_040354.1,	ID:NP_049357.1,	ID:NP_808798.1,	ID:NP_047241.1,	ID:YP_009508011.1,	ID:YP_009508018.1,	ID:YP_002753152.1,	ID:YP_004429240.1,	ID:YP_009508020.1,	ID:YP_009508141.1,	ID:YP_009310088.1,	ID:YP_009547942.1,	ID:YP_009310075.1,	ID:YP_009873670.1,	ID:YP_004063990.1,	ID:NP_808892.1,	ID:YP_003856013.1,	ID:NP_808898.1,	ID:NP_049350.1,	ID:YP_003620403.1,	ID:YP_004064949.1,	ID:NP_957676.1,	ID:YP_004958244.1,	ID:YP_004207817.1,	ID:YP_004207829.1,	ID:YP_619876.1,	ID:YP_980247.1,	ID:YP_004901698.1,	ID:NP_808905.1,	ID:YP_009042060.1,	ID:YP_003622561.1,	ID:YP_006590059.1,	ID:NP_047247.2,	ID:NP_808805.1,	ID:NP_620861.1,	ID:YP_009428566.1,	ID:YP_004564606.1,	ID:YP_004821540.1,	ID:YP_009547926.1,	ID:NP_620014.1,	ID:NP_077114.1,	ID:YP_619878.1,	ID:YP_001294912.1,	ID:YP_001249282.1,	ID:NP_047198.1,	ID:NP_047253.1,	ID:NP_066376.1,	ID:YP_009505297.1,	ID:YP_001294933.1,	ID:YP_006331058.1,	ID:YP_006461.1,	ID:YP_007250563.1,	ID:YP_459917.1,	ID:YP_009547936.1,	ID:YP_003254642.1,	ID:YP_004958235.1,	ID:YP_001974411.1,	
60_BL1.faa	ID:YP_003622547.1,	ID:YP_004207832.1,	ID:YP_004958238.1,	ID:NP_047220.2,	ID:YP_009121935.1,	ID:NP_612600.1,	ID:YP_007024779.1,	ID:NP_047222.1,	ID:YP_009507974.1,	ID:NP_040769.1,	ID:YP_001960965.1,	ID:NP_624353.1,	ID:YP_008400134.1,	ID:NP_620751.1,	ID:YP_009547929.1,	ID:YP_009547941.1,	ID:YP_001333690.1,	ID:YP_794167.1,	ID:YP_115514.1,	ID:YP_009507991.1,	ID:NP_795342.1,	ID:NP_148990.1,	ID:YP_006860607.1,	ID:YP_006860595.1,	ID:NP_620854.1,	ID:YP_004935367.1,	ID:NP_981941.1,	ID:YP_009507998.1,	ID:YP_009547925.1,	ID:YP_009927292.1,	ID:YP_009026406.1,	ID:YP_001333683.1,	ID:YP_009310074.1,	ID:YP_001974418.1,	ID:YP_009408649.1,	ID:NP_671471.1,	ID:YP_001876455.1,	ID:YP_005352911.1,	ID:YP_009310097.1,	ID:YP_009508005.1,	ID:YP_009175081.1,	ID:YP_009175088.1,	ID:YP_009175073.1,	ID:YP_003828910.1,	ID:YP_004429247.1,	ID:NP_803153.1,	ID:NP_620378.1,	ID:YP_002154622.1,	ID:YP_003587824.1,	ID:YP_009316186.1,	ID:YP_002941858.1,	ID:YP_009547931.1,	ID:YP_009480523.1,	ID:NP_671457.1,	ID:NP_597687.1,	ID:NP_049358.1,	ID:NP_808799.1,	ID:NP_047242.1,	ID:YP_009508012.1,	ID:YP_009508019.1,	ID:YP_002753153.1,	ID:YP_004429241.1,	ID:YP_009508021.1,	ID:YP_009508142.1,	ID:YP_009310089.1,	ID:YP_009547943.1,	ID:YP_009310076.1,	ID:YP_009873671.1,	ID:YP_004063991.1,	ID:NP_808913.1,	ID:YP_003856014.1,	ID:NP_808899.1,	ID:NP_049351.1,	ID:YP_003620404.1,	-	ID:NP_957677.1,	ID:YP_004958245.1,	ID:YP_004207818.1,	ID:YP_004207830.1,	ID:YP_619877.1,	ID:YP_980248.1,	ID:YP_004901699.1,	ID:NP_808906.1,	ID:YP_009042061.1,	ID:YP_003622562.1,	ID:YP_006590060.1,	ID:NP_047248.1,	ID:NP_808806.1,	ID:NP_620862.1,	ID:YP_009428567.1,	ID:YP_004564607.1,	ID:YP_004821541.1,	ID:YP_009547927.1,	ID:NP_620015.1,	ID:NP_077115.1,	ID:YP_619879.1,	ID:YP_001294913.1,	ID:YP_001249283.1,	ID:NP_047199.1,	ID:NP_047254.1,	ID:NP_066377.1,	ID:YP_009505298.1,	ID:YP_001294934.1,	ID:YP_006331059.1,	ID:YP_006462.1,	ID:YP_007250564.1,	ID:YP_459918.1,	ID:YP_009547937.1,	ID:YP_003254643.1,	ID:YP_004958236.1,	ID:YP_001974412.1,	
