cluster	prevalence	term	what	familia	algoritmo
30_AV2	6.306306306306306	negative regulation of gene silencing by RNA [GO:0060967]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
30_AV2	6.306306306306306	modulation by virus of host process [GO:0019048]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
30_AV2	6.306306306306306	host cell perinuclear region of cytoplasm [GO:0044220]	cc	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
30_AV2	6.306306306306306	host cell cytoplasm [GO:0030430]	cc	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
30_AV2	6.306306306306306	viral capsid [GO:0019028]	cc	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	viral entry into host cell [GO:0046718]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	viral penetration into host nucleus [GO:0075732]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	transport of virus in host, cell to cell [GO:0046740]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	DNA transport [GO:0051027]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	host cell plasma membrane [GO:0020002]	cc	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	host cell [GO:0043657]	cc	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	host cell cytoplasm [GO:0030430]	cc	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	host cell nucleus [GO:0042025]	cc	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	metal ion binding [GO:0046872]	mf	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
56_AR1	100	structural molecule activity [GO:0005198]	mf	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	COG
