cluster	prevalence	term	what	familia	algoritmo
12_AC4	63.96396396396396	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
12_AC4	63.96396396396396	viral process [GO:0016032]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
276_REn	0.9009009009009009	DNA replication [GO:0006260]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
276_REn	0.9009009009009009	viral process [GO:0016032]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
276_REn	0.9009009009009009	rolling circle single-stranded viral DNA replication [GO:0039684]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
56_AR1	100	viral entry into host cell [GO:0046718]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
56_AR1	100	viral penetration into host nucleus [GO:0075732]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
57_AL3	99.09909909909909	viral process [GO:0016032]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
57_AL3	99.09909909909909	rolling circle single-stranded viral DNA replication [GO:0039684]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
58_AL2	97.2972972972973	viral process [GO:0016032]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
59_BR1	100	DNA transport [GO:0051027]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
59_BR1	100	transport of virus in host, cell to cell [GO:0046740]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
6_AC1	98.1981981981982	DNA replication [GO:0006260]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
6_AC1	98.1981981981982	viral process [GO:0016032]	bp	../results/Get_homologues/Geminiviridae/cluster_1_homologues_19062021_0435/	OMCL
