QueryID,SubjectID,Perc.Ident,Alignment.Length,Mismatches,Gap.Openings,Q.start,Q.end,S.start,S.end,E,Bits
ID:YP_007353980.1,ID:YP_007353980.1,100,351,0,0,1,351,1,351,0,734
ID:YP_007353980.1,ID:YP_009126916.1,39.184,245,124,7,96,323,69,305,4.52e-46,155
ID:YP_007353980.1,ID:YP_009126890.1,32.414,290,162,6,41,326,2,261,4.88e-46,150
ID:YP_007353980.1,ID:NP_573442.1,33.784,296,160,8,43,332,9,274,5.5e-46,151
ID:YP_007353980.1,ID:YP_009126905.1,32.997,297,161,6,43,328,3,272,2e-45,150
ID:YP_007353980.1,ID:YP_009170674.1,34.564,298,151,10,43,328,17,282,3.41e-45,150
ID:YP_007353980.1,ID:NP_059527.1,34.375,288,153,9,43,324,36,293,6.44e-45,149
ID:YP_007353980.1,ID:YP_009506275.1,35.587,281,144,9,43,316,8,258,9.69e-45,148
ID:YP_007353980.1,ID:YP_009259692.1,35.216,301,161,9,40,330,2,278,1.08e-44,149
ID:YP_007353980.1,ID:YP_009551494.1,33.221,298,156,9,42,327,2,268,1.15e-44,148
ID:YP_007353980.1,ID:YP_009126938.1,32.441,299,170,5,42,337,10,279,2.75e-44,147
ID:YP_007353980.1,ID:YP_764455.1,32.323,297,165,8,34,324,1,267,3.55e-44,147
ID:YP_007353980.1,ID:YP_009506281.1,32.632,285,156,7,46,324,13,267,7.26e-44,146
ID:YP_007353980.1,ID:YP_009163927.1,35.235,298,151,10,40,328,2,266,1.85e-43,144
ID:YP_007353980.1,ID:YP_009423856.1,32.5,320,172,10,32,340,12,298,2.9e-43,145
ID:YP_007353980.1,ID:YP_803549.1,32.997,297,163,7,34,324,1,267,4.74e-43,144
ID:YP_007353980.1,ID:YP_009506283.1,35.452,299,147,10,41,324,10,277,5.03e-43,144
ID:YP_007353980.1,ID:YP_007974237.1,35.811,296,150,12,43,326,13,280,5.44e-43,144
ID:YP_007353980.1,ID:YP_009134739.1,31.65,297,167,7,34,324,1,267,1.77e-42,142
ID:YP_007353980.1,ID:YP_009000900.1,35.764,288,149,8,47,327,10,268,4.29e-42,141
ID:YP_007353980.1,ID:YP_610960.1,32.639,288,158,7,43,324,8,265,1.53e-41,140
ID:YP_007353980.1,ID:NP_047275.1,33.67,297,163,7,34,326,11,277,2.3e-41,139
ID:YP_007353980.1,ID:YP_009389534.1,33.559,295,162,10,43,328,2,271,2.8e-41,139
ID:YP_007353980.1,ID:YP_009126896.1,34.007,297,157,10,40,326,2,269,6.93e-41,137
ID:YP_007353980.1,ID:YP_007697652.1,34.314,306,161,10,41,336,17,292,7.27e-41,138
ID:YP_007353980.1,ID:YP_009109643.1,35.211,284,154,11,42,320,5,263,9.11e-41,137
ID:YP_007353980.1,ID:YP_009021891.1,35.052,291,149,10,46,324,11,273,2.63e-40,137
ID:YP_007353980.1,ID:YP_009109630.1,36.502,263,142,10,100,343,49,305,5.01e-40,136
ID:YP_007353980.1,ID:NP_937956.1,34.014,294,154,11,46,327,17,282,8.39e-40,135
ID:YP_007353980.1,ID:YP_009091696.1,38.525,244,129,8,90,324,61,292,8.75e-40,135
ID:YP_007353980.1,ID:YP_009551453.1,34.314,306,161,11,38,327,2,283,1.31e-39,136
ID:YP_007353980.1,ID:YP_009506273.1,33.7,273,147,8,46,312,11,255,2.4e-39,134
ID:YP_007353980.1,ID:YP_009109686.1,33.106,293,160,7,41,323,12,278,2.69e-39,135
ID:YP_007353980.1,ID:NP_877978.1,31.667,300,168,10,46,337,12,282,2.82e-39,134
ID:YP_007353980.1,ID:YP_803546.1,31.818,286,164,5,43,324,23,281,9.13e-39,133
ID:YP_007353980.1,ID:NP_065678.1,34.471,293,152,11,46,326,14,278,9.71e-39,133
ID:YP_007353980.1,ID:YP_003422530.1,34.471,293,152,11,46,326,14,278,9.91e-39,133
ID:YP_007353980.1,ID:YP_009259720.1,35.628,247,132,7,104,331,64,302,1.58e-38,134
ID:YP_007353980.1,ID:YP_009551505.1,36.154,260,141,8,83,327,20,269,2.87e-38,130
ID:YP_007353980.1,ID:YP_009506330.1,31.894,301,163,10,43,330,5,276,8.81e-38,129
ID:YP_007353980.1,ID:YP_164517.1,31.438,299,168,10,46,336,12,281,9.23e-38,130
ID:YP_007353980.1,ID:YP_009551679.1,32.237,304,160,10,41,327,2,276,1.05e-37,130
ID:YP_007353980.1,ID:YP_009506325.1,37.743,257,132,11,88,328,32,276,1.6e-37,129
ID:YP_007353980.1,ID:YP_009126915.1,31.353,303,146,7,43,312,3,276,3.78e-37,129
ID:YP_007353980.1,ID:YP_271918.1,30.667,300,171,10,46,337,12,282,7.03e-37,127
ID:YP_007353980.1,ID:YP_009259745.1,31.31,313,165,12,42,330,4,290,9.82e-36,124
ID:YP_007353980.1,ID:YP_009104366.1,31.596,307,166,11,34,328,1,275,1.02e-35,124
ID:YP_007353980.1,ID:YP_004376332.1,34.602,289,152,12,46,324,28,289,1.33e-35,125
ID:YP_007353980.1,ID:YP_009506289.1,31.629,313,160,11,36,326,2,282,1.45e-35,124
ID:YP_007353980.1,ID:YP_009126935.1,27.244,312,170,7,43,324,3,287,1.46e-35,124
ID:YP_007353980.1,ID:YP_009513185.1,32.131,305,165,11,34,327,1,274,2.28e-35,123
ID:YP_007353980.1,ID:YP_009506285.1,32.323,297,160,9,43,327,6,273,2.3e-35,123
ID:YP_007353980.1,ID:NP_150368.1,30.565,301,173,10,34,327,1,272,1.17e-34,121
ID:YP_007353980.1,ID:YP_009552020.1,32.517,286,154,7,47,327,8,259,1.81e-34,121
ID:YP_007353980.1,ID:YP_009091698.1,30.45,289,166,9,46,327,12,272,2.18e-34,121
ID:YP_007353980.1,ID:YP_009021893.1,33.469,245,140,7,102,333,75,309,2.4e-34,121
ID:YP_007353980.1,ID:YP_009551363.1,31.457,302,162,10,42,332,3,270,3.24e-34,120
ID:YP_007353980.1,ID:YP_009506315.1,33.446,296,152,13,42,326,3,264,4.34e-34,119
ID:YP_007353980.1,ID:YP_004152329.1,31.757,296,159,10,43,324,6,272,5.02e-34,119
ID:YP_007353980.1,ID:YP_009551496.1,33.08,263,157,11,90,339,34,290,6.4e-34,120
ID:YP_007353980.1,ID:YP_009126892.1,35.081,248,133,10,104,330,55,295,6.81e-34,120
ID:YP_007353980.1,ID:YP_009121932.1,34.252,254,147,8,81,326,21,262,7.23e-34,119
