cluster	prevalence	term	what	familia	algoritmo
1_Clink	100	viral process [GO:0016032]	bp	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
2_U1	100	Uniprot hit without GO [GO:XXXXXXX]	bp	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	DNA replication [GO:0006260]	bp	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	protein-DNA covalent cross-linking [GO:0018142]	bp	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	rolling circle single-stranded viral DNA replication [GO:0039684]	bp	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
4_MP	100	transport of virus in host, cell to cell [GO:0046740]	bp	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
2_U1	100	Uniprot hit without GO [GO:XXXXXXX]	cc	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	host cell nucleus [GO:0042025]	cc	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
4_MP	100	host cell plasma membrane [GO:0020002]	cc	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
4_MP	100	integral component of membrane [GO:0016021]	cc	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
5_NSP	100	host cell cytoplasm [GO:0030430]	cc	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
5_NSP	100	host cell nucleus [GO:0042025]	cc	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
7_CP	100	T=1 icosahedral viral capsid [GO:0039615]	cc	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
2_U1	100	Uniprot hit without GO [GO:XXXXXXX]	mf	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	endodeoxyribonuclease activity, producing 5'-phosphomonoesters [GO:0016888]	mf	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	nucleotidyltransferase activity [GO:0016779]	mf	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	RNA binding [GO:0003723]	mf	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	RNA helicase activity [GO:0003724]	mf	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	ATP binding [GO:0005524]	mf	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	DNA binding [GO:0003677]	mf	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
3_M-Rep	100	metal ion binding [GO:0046872]	mf	../results/Get_homologues/Nanoviridae/cluster_2_homologues_19062021_0803/	OMCL
