1,Alces-alces-faeces-associated-smacovirus-MP78_taxid_2219142.gbk,ID:YP_009551449.1 |[Alces alces faeces associated smacovirus MP78]||Alces-alces-faeces-associated-smacovirus-MP78_taxid_2219142.gbk|capsid protein|1581|NC_040359(3028):151-1731:1 ^GeneID:41702224^ Alces alces faeces associated smacovirus MP78, complete genome.|neighbours:start(),ID:YP_009551450.1(-1)|neighbour_genes:start(),replication associat..|
2,Alces-alces-faeces-associated-smacovirus-MP78_taxid_2219142.gbk,ID:YP_009551450.1 |[Alces alces faeces associated smacovirus MP78]||Alces-alces-faeces-associated-smacovirus-MP78_taxid_2219142.gbk|replication associat..|1053|NC_040359(3028):1976-3028:-1 ^GeneID:41702223^ Alces alces faeces associated smacovirus MP78, complete genome.|neighbours:ID:YP_009551449.1(1),end()|neighbour_genes:capsid protein,end()|
3,Bovine-faeces-associated-smacovirus-1_taxid_1843749.gbk,ID:YP_009252315.1 |[Bovine faeces associated smacovirus 1]||Bovine-faeces-associated-smacovirus-1_taxid_1843749.gbk|putative capsid prot..|954|NC_030124(2723):323-1276:1 ^GeneID:27815413^ Bovine faeces associated smacovirus 1 isolate 48_Fec59973_cow, complete sequence.|neighbours:start(),ID:YP_009252316.1(-1)|neighbour_genes:start(),replication associat..|
4,Bovine-faeces-associated-smacovirus-1_taxid_1843749.gbk,ID:YP_009252316.1 |[Bovine faeces associated smacovirus 1]||Bovine-faeces-associated-smacovirus-1_taxid_1843749.gbk|replication associat..|735|NC_030124(2723):1989-2723:-1 ^GeneID:27815412^ Bovine faeces associated smacovirus 1 isolate 48_Fec59973_cow, complete sequence.|neighbours:ID:YP_009252315.1(1),end()|neighbour_genes:putative capsid prot..,end()|
5,Bovine-faeces-associated-smacovirus-2_taxid_1843750.gbk,ID:YP_009252305.1 |[Bovine faeces associated smacovirus 2]||Bovine-faeces-associated-smacovirus-2_taxid_1843750.gbk|putative capsid prot..|1047|NC_030119(2755):404-1450:1 ^GeneID:27815398^ Bovine faeces associated smacovirus 2 isolate 23_Fec30587_cow, complete sequence.|neighbours:start(),ID:YP_009252306.1(-1)|neighbour_genes:start(),replication associat..|
6,Bovine-faeces-associated-smacovirus-2_taxid_1843750.gbk,ID:YP_009252306.1 |[Bovine faeces associated smacovirus 2]||Bovine-faeces-associated-smacovirus-2_taxid_1843750.gbk|replication associat..|735|NC_030119(2755):2021-2755:-1 ^GeneID:27815397^ Bovine faeces associated smacovirus 2 isolate 23_Fec30587_cow, complete sequence.|neighbours:ID:YP_009252305.1(1),end()|neighbour_genes:putative capsid prot..,end()|
7,Bovine-faeces-associated-smacovirus-3_taxid_1843751.gbk,ID:YP_009252313.1 |[Bovine faeces associated smacovirus 3]||Bovine-faeces-associated-smacovirus-3_taxid_1843751.gbk|putative capsid prot..|1035|NC_030123(2623):362-1396:1 ^GeneID:27815410^ Bovine faeces associated smacovirus 3 isolate 48_Fec5_cow, complete sequence.|neighbours:start(),ID:YP_009252314.1(-1)|neighbour_genes:start(),replication associat..|
8,Bovine-faeces-associated-smacovirus-3_taxid_1843751.gbk,ID:YP_009252314.1 |[Bovine faeces associated smacovirus 3]||Bovine-faeces-associated-smacovirus-3_taxid_1843751.gbk|replication associat..|789|NC_030123(2623):1835-2623:-1 ^GeneID:27815409^ Bovine faeces associated smacovirus 3 isolate 48_Fec5_cow, complete sequence.|neighbours:ID:YP_009252313.1(1),end()|neighbour_genes:putative capsid prot..,end()|
9,Bovine-faeces-associated-smacovirus-4_taxid_1843752.gbk,ID:YP_009252323.1 |[Bovine faeces associated smacovirus 4]||Bovine-faeces-associated-smacovirus-4_taxid_1843752.gbk|putative capsid prot..|1056|NC_030128(2645):353-1408:1 ^GeneID:27815425^ Bovine faeces associated smacovirus 4 isolate GP3_45917_cow, complete sequence.|neighbours:start(),ID:YP_009252324.1(-1)|neighbour_genes:start(),replication associat..|
10,Bovine-faeces-associated-smacovirus-4_taxid_1843752.gbk,ID:YP_009252324.1 |[Bovine faeces associated smacovirus 4]||Bovine-faeces-associated-smacovirus-4_taxid_1843752.gbk|replication associat..|765|NC_030128(2645):1881-2645:-1 ^GeneID:27815424^ Bovine faeces associated smacovirus 4 isolate GP3_45917_cow, complete sequence.|neighbours:ID:YP_009252323.1(1),end()|neighbour_genes:putative capsid prot..,end()|
