"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"1","1_II",3,3,"PF05144_PF05155_","1_II.faa","1_II.fna","10864_1977402_10867",7.14285714285714
"2","2_X",3,3,"PF05155_","2_X.faa","2_X.fna","10864_1977402_10867",7.14285714285714
"3","208_hypothetical_protein",9,9,"PF02303_","208_hypothetical_protein.faa","208_hypothetical_protein.fna","10864_1977402_10867_2011087_1346893_334856_1027253_1852597_10862",21.4285714285714
"4","4_VII",3,3,"PF19978_","4_VII.faa","4_VII.fna","10864_10868_1977402",7.14285714285714
"5","5_IX",2,2,"","5_IX.faa","5_IX.fna","10864_1977402",4.76190476190476
"6","6_VIII",5,5,"PF19199_","6_VIII.faa","6_VIII.fna","10864_10868_10869_1977402_10867",11.9047619047619
"7","7_III",2,2,"PF05357_PF05357_","7_III.faa","7_III.fna","10864_1977402",4.76190476190476
"8","8_VI",4,4,"PF17537_","8_VI.faa","8_VI.fna","10864_10868_1977402_10867",9.52380952380952
"9","9_I",8,8,"PF05707_","9_I.faa","9_I.fna","10864_10868_10869_1977402_1460070_10867_1340745_83201",19.047619047619
"10","10_IV",3,3,"PF00263_","10_IV.faa","10_IV.fna","10864_10868_1977402",7.14285714285714
"11","11_ss-DNA_binding_prote..",1,1,"","11_ss-DNA_binding_prote...faa","11_ss-DNA_binding_prote...fna","10868",2.38095238095238
"12","13_IX",1,1,"","13_IX.faa","13_IX.fna","10868",2.38095238095238
"13","15_III",1,1,"PF05357_","15_III.faa","15_III.fna","10868",2.38095238095238
"14","19_hypothetical_protein",1,1,"PF01385_PF07282_","19_hypothetical_protein.faa","19_hypothetical_protein.fna","10868",2.38095238095238
"15","20_hypothetical_protein",1,1,"PF05155_","20_hypothetical_protein.faa","20_hypothetical_protein.fna","10868",2.38095238095238
"16","22_IV",5,5,"PF03958_PF00263_","22_IV.faa","22_IV.fna","10869_10872_10867_1340745_83201",11.9047619047619
"17","23_replication_initiati..",1,1,"PF05144_PF05155_","23_replication_initiati...faa","23_replication_initiati...fna","10869",2.38095238095238
"18","24_X",1,1,"PF05155_","24_X.faa","24_X.fna","10869",2.38095238095238
"19","25_gene_V_product",1,1,"PF17426_","25_gene_V_product.faa","25_gene_V_product.fna","10869",2.38095238095238
"20","26_VII",2,2,"PF19978_","26_VII.faa","26_VII.fna","10869_10867",4.76190476190476
"21","27_IX",2,2,"","27_IX.faa","27_IX.fna","10869_10867",4.76190476190476
"22","29_III",2,2,"PF05357_","29_III.faa","29_III.fna","10869_10867",4.76190476190476
"23","40_hypothetical_protein",1,1,"","40_hypothetical_protein.faa","40_hypothetical_protein.fna","189836",2.38095238095238
"24","41_hypothetical_protein",1,1,"","41_hypothetical_protein.faa","41_hypothetical_protein.fna","189836",2.38095238095238
"25","42_Putative_structural_..",1,1,"","42_Putative_structural_...faa","42_Putative_structural_...fna","189836",2.38095238095238
"26","43_Putative_structural_..",1,1,"","43_Putative_structural_...faa","43_Putative_structural_...fna","189836",2.38095238095238
"27","44_Putative_coat_protei..",1,1,"","44_Putative_coat_protei...faa","44_Putative_coat_protei...fna","189836",2.38095238095238
"28","45_Putative_structural_..",1,1,"","45_Putative_structural_...faa","45_Putative_structural_...fna","189836",2.38095238095238
"29","46_Putative_structural_..",1,1,"","46_Putative_structural_...faa","46_Putative_structural_...fna","189836",2.38095238095238
"30","47_hypothetical_protein",2,2,"PF05707_","47_hypothetical_protein.faa","47_hypothetical_protein.fna","189836_1968339",4.76190476190476
"31","48_Putative_replication..",1,1,"PF01446_","48_Putative_replication...faa","48_Putative_replication...fna","189836",2.38095238095238
"32","49_hypothetical_protein",1,1,"","49_hypothetical_protein.faa","49_hypothetical_protein.fna","189836",2.38095238095238
"33","50_hypothetical_protein",1,1,"","50_hypothetical_protein.faa","50_hypothetical_protein.fna","10872",2.38095238095238
"34","51_major_coat_protein",1,1,"PF05356_","51_major_coat_protein.faa","51_major_coat_protein.fna","10872",2.38095238095238
"35","52_50-kDa_virion_protei..",1,1,"PF05616_","52_50-kDa_virion_protei...faa","52_50-kDa_virion_protei...fna","10872",2.38095238095238
"36","53_putative_minor_coat_..",1,1,"PF10734_","53_putative_minor_coat_...faa","53_putative_minor_coat_...fna","10872",2.38095238095238
"37","211_hypothetical_protein",9,9,"PF05707_","211_hypothetical_protein.faa","211_hypothetical_protein.fna","10872_926543_1150992_384360_247080_2011087_1027253_1852597_10862",21.4285714285714
"38","56_hypothetical_protein",1,1,"","56_hypothetical_protein.faa","56_hypothetical_protein.fna","10872",2.38095238095238
"39","57_hypothetical_protein",1,1,"","57_hypothetical_protein.faa","57_hypothetical_protein.fna","10872",2.38095238095238
"40","58_ssDNA-binding_protei..",1,1,"","58_ssDNA-binding_protei...faa","58_ssDNA-binding_protei...fna","10872",2.38095238095238
"41","59_ssDNA_binding_protei..",1,1,"","59_ssDNA_binding_protei...faa","59_ssDNA_binding_protei...fna","2011081",2.38095238095238
"42","60_hypothetical_protein",1,1,"","60_hypothetical_protein.faa","60_hypothetical_protein.fna","2011081",2.38095238095238
"43","61_hypothetical_protein",1,1,"","61_hypothetical_protein.faa","61_hypothetical_protein.fna","2011081",2.38095238095238
"44","62_major_coat_protein",1,1,"PF05356_","62_major_coat_protein.faa","62_major_coat_protein.fna","2011081",2.38095238095238
"45","63_hypothetical_protein",1,1,"","63_hypothetical_protein.faa","63_hypothetical_protein.fna","2011081",2.38095238095238
"46","64_hypothetical_protein",1,1,"PF10734_","64_hypothetical_protein.faa","64_hypothetical_protein.fna","2011081",2.38095238095238
"47","65_putative_assembly_pr..",5,5,"PF05707_","65_putative_assembly_pr...faa","65_putative_assembly_pr...fna","2011081_292443_1105327_127507_127508",11.9047619047619
"48","66_hypothetical_protein",1,1,"","66_hypothetical_protein.faa","66_hypothetical_protein.fna","2011081",2.38095238095238
