"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"1","1_Putative_nonstructur..",1,1,"","1_Putative_nonstructur...faa","1_Putative_nonstructur...fna","185639",0.699300699300699
"2","2_Putative_nonstructur..",27,27,"PF01057_","2_Putative_nonstructur...faa","2_Putative_nonstructur...fna","185639_1404345_220638_2094261_46253_125788_180586_1642018_185638_1469956_292208_1776153_72003_551224_37138_1045778_12524_185636_210016_1221208_1907771_97344_159153_185637_1979755_1217821_1414671",18.8811188811189
"3","3_Putative_nonstructur..",12,12,"","3_Putative_nonstructur...faa","3_Putative_nonstructur...fna","185639_220638_1642018_185638_72003_37138_12524_185636_1907771_97344_185637_1414671",8.39160839160839
"4","4_Putative_structural_..",22,12,"PF02336_","4_Putative_structural_...faa","4_Putative_structural_...fna","185639_220638_220638_220638_72003_72003_72003_551224_37138_37138_37138_185636_185636_185636_210016_1907771_97344_159153_185637_185637_185637_1414671",8.39160839160839
"5","5_Putative_structural_..",2,2,"PF08398_","5_Putative_structural_...faa","5_Putative_structural_...fna","185639_97344",1.3986013986014
"6","6_NS3",1,1,"","6_NS3.faa","6_NS3.fna","1404345",0.699300699300699
"7","8_NS2",1,1,"","8_NS2.faa","8_NS2.fna","1404345",0.699300699300699
"8","9_VP1",1,1,"PF08398_PF02336_PF02336_","9_VP1.faa","9_VP1.fna","1404345",0.699300699300699
"9","10_nonstructural_protei..",45,44,"PF08724_PF01057_","10_nonstructural_protei...faa","10_nonstructural_protei...fna","85106_10804_10804_46350_57579_82300_202812_202813_272636_1131485_219704_281492_727962_1670662_1917013_256548_494651_172296_172297_1073950_56820_1131483_2079554_38251_72197_1511919_10798_37325_1096142_754189_119755_494652_1208310_1126383_707546_1241957_1472911_119756_1519097_31598_1581151_252602_1908804_1511914_1511916",30.7692307692308
"10","11_capsid_protein",72,72,"PF08398_PF00740_","11_capsid_protein.faa","11_capsid_protein.fna","85106_10804_46350_57579_82300_202812_202813_272636_1131485_281492_727962_2259810_1329649_1670662_864686_1917013_256548_494651_365609_10784_1391667_1073950_1073959_1073961_1511885_329639_10788_56820_1867125_2014603_1131483_2170148_2259807_1174530_38251_1511882_638313_1511883_72197_10798_2169774_2017714_1756191_2259808_10794_37325_1195367_1096142_754189_119755_795694_1084715_1131622_1165907_1126383_10796_1511871_1511907_1788315_1763507_119756_2053079_2053080_1882382_31598_1581151_252602_1908804_1864484_1511914_1511916_1245561",50.3496503496504
"11","14_Rep_40_protein",47,41,"PF01057_","14_Rep_40_protein.faa","14_Rep_40_protein.fna","10804_10804_2259810_2259811_1329649_864686_912967_365609_365609_10784_1073959_1073961_1511885_329639_717641_2014603_2014604_1417756_2259807_1174530_1511882_638313_1511883_1511883_2169774_2017714_1911554_2259808_1195367_795694_1084715_1084717_1131622_1511887_1165907_1511871_1788315_1788315_2079601_2079601_2053079_2053080_1911555_1911555_2053082_740934_1864484",28.6713286713287
"12","17_major_coat_protein_V..",60,51,"PF00740_","17_major_coat_protein_V...faa","17_major_coat_protein_V...fna","10804_10804_28314_1908805_2259810_1329649_864686_912967_912967_494651_365609_172297_10784_1391667_1073959_1073961_1511885_329639_56820_1867125_2014603_2014604_1131483_2170148_2259807_1174530_38251_38251_1093101_1093101_1511882_638313_1511883_72197_10798_1756191_2259808_10794_37325_37325_1195367_1096142_1084715_1511887_1511887_1165907_10796_1511871_1511907_1513315_1513315_1788315_1763507_2079601_2079601_1882382_31598_1961072_1961072_1511914",35.6643356643357
"13","18_assembly_activating_..",2,2,"","18_assembly_activating_...faa","18_assembly_activating_...fna","10804_1670662",1.3986013986014
"14","20_X_gene",1,1,"","20_X_gene.faa","20_X_gene.fna","10804",0.699300699300699
"15","33_NS1",3,3,"PF01057_PF01057_","33_NS1.faa","33_NS1.fna","1513196_487311_945962",2.0979020979021
"16","34_NS2",4,4,"","34_NS2.faa","34_NS2.fna","1513196_1513199_487311_945962",2.7972027972028
"17","35_VP",4,4,"","35_VP.faa","35_VP.fna","1513196_1513199_487311_945962",2.7972027972028
"18","36_NS1",1,1,"PF01057_PF00519_","36_NS1.faa","36_NS1.fna","1513199",0.699300699300699
"19","39_hypothetical_protein",5,5,"PF12475_PF12475_PF12433_PF01057_","39_hypothetical_protein.faa","39_hypothetical_protein.fna","28314_1908805_1093101_1513315_1961072",3.4965034965035
"20","40_hypothetical_protein",1,1,"","40_hypothetical_protein.faa","40_hypothetical_protein.fna","28314",0.699300699300699
"21","41_hypothetical_protein",1,1,"","41_hypothetical_protein.faa","41_hypothetical_protein.fna","28314",0.699300699300699
