Core.size Pan.size BIC LogLikelihood
2 components 0 61 150.495277020328 -69.3499000610773
3 components 0 63 156.604110075303 -68.4724909558408
4 components 0 70 165.023043810773 -68.7501321908513
5 components 0 68 172.762401219857 -68.6879852626692
6 components 0 59 182.938648450136 -69.8442832450842
7 components 0 64 188.224148414111 -68.5552075943472
8 components 0 62 197.457402144766 -69.2400088269506
9 components 0 63 205.084928653549 -69.1219464486177
10 components 0 62 218.090249394773 -71.6927811865055
Sample 0 51 NA NA
