1,1,11,11
11,11,1,1
1,1,21,21
21,21,1,1
1,1,31,31
31,31,1,1
1,1,41,41
41,41,1,1
1,1,51,51
51,51,1,1
1,1,61,61
61,61,1,1
1,1,71,71
71,71,1,1
1,1,82,82
82,82,1,1
1,1,92,92
92,92,1,1
1,1,102,102
102,102,1,1
2,2,12,12
12,12,2,2
2,2,22,22
22,22,2,2
2,2,32,32
32,32,2,2
2,2,42,42
42,42,2,2
2,2,52,52
52,52,2,2
2,2,62,62
62,62,2,2
2,2,73,73
73,73,2,2
2,2,83,83
83,83,2,2
2,2,93,93
93,93,2,2
2,2,103,103
103,103,2,2
3,3,13,13
13,13,3,3
3,3,23,23
23,23,3,3
3,3,33,33
33,33,3,3
3,3,43,43
43,43,3,3
3,3,53,53
53,53,3,3
3,3,63,63
63,63,3,3
3,3,74,74
74,74,3,3
3,3,84,84
84,84,3,3
3,3,94,94
94,94,3,3
3,3,104,104
104,104,3,3
4,4,14,14
14,14,4,4
4,4,24,24
24,24,4,4
4,4,34,34
34,34,4,4
4,4,44,44
44,44,4,4
4,4,54,54
54,54,4,4
4,4,64,64
64,64,4,4
4,4,75,75
75,75,4,4
4,4,85,85
85,85,4,4
4,4,95,95
95,95,4,4
4,4,105,105
105,105,4,4
5,5,15,15
15,15,5,5
5,5,25,25
25,25,5,5
5,5,35,35
35,35,5,5
5,5,45,45
45,45,5,5
5,5,55,55
55,55,5,5
5,5,65,65
65,65,5,5
5,5,76,76
76,76,5,5
5,5,86,86
86,86,5,5
5,5,96,96
96,96,5,5
5,5,106,106
106,106,5,5
6,6,16,16
16,16,6,6
6,6,26,26
26,26,6,6
6,6,36,36
36,36,6,6
6,6,46,46
46,46,6,6
6,6,56,56
56,56,6,6
6,6,66,66
66,66,6,6
6,6,77,77
77,77,6,6
6,6,87,87
87,87,6,6
6,6,97,97
97,97,6,6
6,6,107,107
107,107,6,6
7,7,17,17
17,17,7,7
7,7,27,27
27,27,7,7
7,7,37,37
37,37,7,7
7,7,47,47
47,47,7,7
7,7,57,57
57,57,7,7
7,7,67,67
67,67,7,7
7,7,78,78
78,78,7,7
7,7,88,88
88,88,7,7
7,7,98,98
98,98,7,7
7,7,108,108
108,108,7,7
8,8,18,18
18,18,8,8
8,8,28,28
28,28,8,8
8,8,38,38
38,38,8,8
8,8,48,48
48,48,8,8
8,8,58,58
58,58,8,8
8,8,68,68
68,68,8,8
8,8,79,79
79,79,8,8
8,8,89,89
89,89,8,8
8,8,99,99
99,99,8,8
8,8,109,109
109,109,8,8
9,9,19,19
19,19,9,9
9,9,29,29
29,29,9,9
9,9,39,39
39,39,9,9
9,9,49,49
49,49,9,9
9,9,59,59
59,59,9,9
9,9,69,69
69,69,9,9
9,9,80,80
80,80,9,9
9,9,90,90
90,90,9,9
9,9,100,100
100,100,9,9
9,9,110,110
110,110,9,9
10,10,20,20
20,20,10,10
10,10,30,30
30,30,10,10
10,10,40,40
40,40,10,10
10,10,50,50
50,50,10,10
10,10,60,60
60,60,10,10
10,10,70,70
70,70,10,10
10,10,81,81
81,81,10,10
10,10,91,91
91,91,10,10
10,10,101,101
101,101,10,10
10,10,111,111
111,111,10,10
11,11,21,21
21,21,11,11
11,11,31,31
31,31,11,11
11,11,41,41
41,41,11,11
11,11,51,51
51,51,11,11
11,11,61,61
61,61,11,11
11,11,71,71
71,71,11,11
11,11,82,82
82,82,11,11
11,11,92,92
92,92,11,11
11,11,102,102
102,102,11,11
12,12,22,22
22,22,12,12
12,12,32,32
32,32,12,12
12,12,42,42
42,42,12,12
12,12,52,52
52,52,12,12
12,12,62,62
62,62,12,12
12,12,73,73
73,73,12,12
12,12,83,83
83,83,12,12
12,12,93,93
93,93,12,12
12,12,103,103
103,103,12,12
13,13,23,23
23,23,13,13
13,13,33,33
33,33,13,13
13,13,43,43
43,43,13,13
13,13,53,53
53,53,13,13
13,13,63,63
63,63,13,13
13,13,74,74
74,74,13,13
13,13,84,84
84,84,13,13
13,13,94,94
94,94,13,13
13,13,104,104
104,104,13,13
14,14,24,24
24,24,14,14
14,14,34,34
34,34,14,14
14,14,44,44
44,44,14,14
14,14,54,54
54,54,14,14
14,14,64,64
64,64,14,14
14,14,75,75
75,75,14,14
14,14,85,85
85,85,14,14
14,14,95,95
95,95,14,14
14,14,105,105
105,105,14,14
15,15,25,25
25,25,15,15
15,15,35,35
35,35,15,15
15,15,45,45
45,45,15,15
15,15,55,55
55,55,15,15
15,15,65,65
65,65,15,15
15,15,76,76
76,76,15,15
15,15,86,86
86,86,15,15
15,15,96,96
96,96,15,15
15,15,106,106
106,106,15,15
16,16,26,26
26,26,16,16
16,16,36,36
36,36,16,16
16,16,46,46
46,46,16,16
16,16,56,56
56,56,16,16
16,16,66,66
66,66,16,16
16,16,77,77
77,77,16,16
16,16,87,87
87,87,16,16
16,16,97,97
97,97,16,16
16,16,107,107
107,107,16,16
17,17,27,27
27,27,17,17
17,17,37,37
37,37,17,17
17,17,47,47
47,47,17,17
17,17,57,57
57,57,17,17
17,17,67,67
67,67,17,17
17,17,78,78
78,78,17,17
17,17,88,88
88,88,17,17
17,17,98,98
98,98,17,17
17,17,108,108
108,108,17,17
18,18,28,28
28,28,18,18
18,18,38,38
38,38,18,18
18,18,48,48
48,48,18,18
18,18,58,58
58,58,18,18
18,18,68,68
68,68,18,18
18,18,79,79
79,79,18,18
18,18,89,89
89,89,18,18
18,18,99,99
99,99,18,18
18,18,109,109
109,109,18,18
19,19,29,29
29,29,19,19
19,19,39,39
39,39,19,19
19,19,49,49
49,49,19,19
19,19,59,59
59,59,19,19
19,19,69,69
69,69,19,19
19,19,80,80
80,80,19,19
19,19,90,90
90,90,19,19
19,19,100,100
100,100,19,19
19,19,110,110
110,110,19,19
20,20,30,30
30,30,20,20
20,20,40,40
40,40,20,20
20,20,50,50
50,50,20,20
20,20,60,60
60,60,20,20
20,20,70,70
70,70,20,20
20,20,81,81
81,81,20,20
20,20,91,91
91,91,20,20
20,20,101,101
101,101,20,20
20,20,111,111
111,111,20,20
21,21,31,31
31,31,21,21
21,21,41,41
41,41,21,21
21,21,51,51
51,51,21,21
21,21,61,61
61,61,21,21
21,21,71,71
71,71,21,21
21,21,82,82
82,82,21,21
21,21,92,92
92,92,21,21
21,21,102,102
102,102,21,21
22,22,32,32
32,32,22,22
22,22,42,42
42,42,22,22
22,22,52,52
52,52,22,22
22,22,62,62
62,62,22,22
22,22,73,73
73,73,22,22
22,22,83,83
83,83,22,22
22,22,93,93
93,93,22,22
22,22,103,103
103,103,22,22
23,23,33,33
33,33,23,23
23,23,43,43
43,43,23,23
23,23,53,53
53,53,23,23
23,23,63,63
63,63,23,23
23,23,74,74
74,74,23,23
23,23,84,84
84,84,23,23
23,23,94,94
94,94,23,23
23,23,104,104
104,104,23,23
24,24,34,34
34,34,24,24
24,24,44,44
44,44,24,24
24,24,54,54
54,54,24,24
24,24,64,64
64,64,24,24
24,24,75,75
75,75,24,24
24,24,85,85
85,85,24,24
24,24,95,95
95,95,24,24
24,24,105,105
105,105,24,24
25,25,35,35
35,35,25,25
25,25,45,45
45,45,25,25
25,25,55,55
55,55,25,25
25,25,65,65
65,65,25,25
25,25,76,76
76,76,25,25
25,25,86,86
86,86,25,25
25,25,96,96
96,96,25,25
25,25,106,106
106,106,25,25
26,26,36,36
36,36,26,26
26,26,46,46
46,46,26,26
26,26,56,56
56,56,26,26
26,26,66,66
66,66,26,26
26,26,77,77
77,77,26,26
26,26,87,87
87,87,26,26
26,26,97,97
97,97,26,26
26,26,107,107
107,107,26,26
27,27,37,37
37,37,27,27
27,27,47,47
47,47,27,27
27,27,57,57
57,57,27,27
27,27,67,67
67,67,27,27
27,27,78,78
78,78,27,27
27,27,88,88
88,88,27,27
27,27,98,98
98,98,27,27
27,27,108,108
108,108,27,27
28,28,38,38
38,38,28,28
28,28,48,48
48,48,28,28
28,28,58,58
58,58,28,28
28,28,68,68
68,68,28,28
28,28,79,79
79,79,28,28
28,28,89,89
89,89,28,28
28,28,99,99
99,99,28,28
28,28,109,109
109,109,28,28
29,29,39,39
39,39,29,29
29,29,49,49
49,49,29,29
29,29,59,59
59,59,29,29
29,29,69,69
69,69,29,29
29,29,80,80
80,80,29,29
29,29,90,90
90,90,29,29
29,29,100,100
100,100,29,29
29,29,110,110
110,110,29,29
30,30,40,40
40,40,30,30
30,30,50,50
50,50,30,30
30,30,60,60
60,60,30,30
30,30,70,70
70,70,30,30
30,30,81,81
81,81,30,30
30,30,91,91
91,91,30,30
30,30,101,101
101,101,30,30
30,30,111,111
111,111,30,30
31,31,41,41
41,41,31,31
31,31,51,51
51,51,31,31
31,31,61,61
61,61,31,31
31,31,71,71
71,71,31,31
31,31,82,82
82,82,31,31
31,31,92,92
92,92,31,31
31,31,102,102
102,102,31,31
32,32,42,42
42,42,32,32
32,32,52,52
52,52,32,32
32,32,62,62
62,62,32,32
32,32,73,73
73,73,32,32
32,32,83,83
83,83,32,32
32,32,93,93
93,93,32,32
32,32,103,103
103,103,32,32
33,33,43,43
43,43,33,33
33,33,53,53
53,53,33,33
33,33,63,63
63,63,33,33
33,33,74,74
74,74,33,33
33,33,84,84
84,84,33,33
33,33,94,94
94,94,33,33
33,33,104,104
104,104,33,33
34,34,44,44
44,44,34,34
34,34,54,54
54,54,34,34
34,34,64,64
64,64,34,34
34,34,75,75
75,75,34,34
34,34,85,85
85,85,34,34
34,34,95,95
95,95,34,34
34,34,105,105
105,105,34,34
35,35,45,45
45,45,35,35
35,35,55,55
55,55,35,35
35,35,65,65
65,65,35,35
35,35,76,76
76,76,35,35
35,35,86,86
86,86,35,35
35,35,96,96
96,96,35,35
35,35,106,106
106,106,35,35
36,36,46,46
46,46,36,36
36,36,56,56
56,56,36,36
36,36,66,66
66,66,36,36
36,36,77,77
77,77,36,36
36,36,87,87
87,87,36,36
36,36,97,97
97,97,36,36
36,36,107,107
107,107,36,36
37,37,47,47
47,47,37,37
37,37,57,57
57,57,37,37
37,37,67,67
67,67,37,37
37,37,78,78
78,78,37,37
37,37,88,88
88,88,37,37
37,37,98,98
98,98,37,37
37,37,108,108
108,108,37,37
38,38,48,48
48,48,38,38
38,38,58,58
58,58,38,38
38,38,68,68
68,68,38,38
38,38,79,79
79,79,38,38
38,38,89,89
89,89,38,38
38,38,99,99
99,99,38,38
38,38,109,109
109,109,38,38
39,39,49,49
49,49,39,39
39,39,59,59
59,59,39,39
39,39,69,69
69,69,39,39
39,39,80,80
80,80,39,39
39,39,90,90
90,90,39,39
39,39,100,100
100,100,39,39
39,39,110,110
110,110,39,39
40,40,50,50
50,50,40,40
40,40,60,60
60,60,40,40
40,40,70,70
70,70,40,40
40,40,81,81
81,81,40,40
40,40,91,91
91,91,40,40
40,40,101,101
101,101,40,40
40,40,111,111
111,111,40,40
41,41,51,51
51,51,41,41
41,41,61,61
61,61,41,41
41,41,71,71
71,71,41,41
41,41,82,82
82,82,41,41
41,41,92,92
92,92,41,41
41,41,102,102
102,102,41,41
42,42,52,52
52,52,42,42
42,42,62,62
62,62,42,42
42,42,73,73
73,73,42,42
42,42,83,83
83,83,42,42
42,42,93,93
93,93,42,42
42,42,103,103
103,103,42,42
43,43,53,53
53,53,43,43
43,43,63,63
63,63,43,43
43,43,74,74
74,74,43,43
43,43,84,84
84,84,43,43
43,43,94,94
94,94,43,43
43,43,104,104
104,104,43,43
44,44,54,54
54,54,44,44
44,44,64,64
64,64,44,44
44,44,75,75
75,75,44,44
44,44,85,85
85,85,44,44
44,44,95,95
95,95,44,44
44,44,105,105
105,105,44,44
45,45,55,55
55,55,45,45
45,45,65,65
65,65,45,45
45,45,76,76
76,76,45,45
45,45,86,86
86,86,45,45
45,45,96,96
96,96,45,45
45,45,106,106
106,106,45,45
46,46,56,56
56,56,46,46
46,46,66,66
66,66,46,46
46,46,77,77
77,77,46,46
46,46,87,87
87,87,46,46
46,46,97,97
97,97,46,46
46,46,107,107
107,107,46,46
47,47,57,57
57,57,47,47
47,47,67,67
67,67,47,47
47,47,78,78
78,78,47,47
47,47,88,88
88,88,47,47
47,47,98,98
98,98,47,47
47,47,108,108
108,108,47,47
48,48,58,58
58,58,48,48
48,48,68,68
68,68,48,48
48,48,79,79
79,79,48,48
48,48,89,89
89,89,48,48
48,48,99,99
99,99,48,48
48,48,109,109
109,109,48,48
49,49,59,59
59,59,49,49
49,49,69,69
69,69,49,49
49,49,80,80
80,80,49,49
49,49,90,90
90,90,49,49
49,49,100,100
100,100,49,49
49,49,110,110
110,110,49,49
50,50,60,60
60,60,50,50
50,50,70,70
70,70,50,50
50,50,81,81
81,81,50,50
50,50,91,91
91,91,50,50
50,50,101,101
101,101,50,50
50,50,111,111
111,111,50,50
51,51,61,61
61,61,51,51
51,51,71,71
71,71,51,51
51,51,82,82
82,82,51,51
51,51,92,92
92,92,51,51
51,51,102,102
102,102,51,51
52,52,62,62
62,62,52,52
52,52,73,73
73,73,52,52
52,52,83,83
83,83,52,52
52,52,93,93
93,93,52,52
52,52,103,103
103,103,52,52
53,53,63,63
63,63,53,53
53,53,74,74
74,74,53,53
53,53,84,84
84,84,53,53
53,53,94,94
94,94,53,53
53,53,104,104
104,104,53,53
54,54,64,64
64,64,54,54
54,54,75,75
75,75,54,54
54,54,85,85
85,85,54,54
54,54,95,95
95,95,54,54
54,54,105,105
105,105,54,54
55,55,65,65
65,65,55,55
55,55,76,76
76,76,55,55
55,55,86,86
86,86,55,55
55,55,96,96
96,96,55,55
55,55,106,106
106,106,55,55
56,56,66,66
66,66,56,56
56,56,77,77
77,77,56,56
56,56,87,87
87,87,56,56
56,56,97,97
97,97,56,56
56,56,107,107
107,107,56,56
57,57,67,67
67,67,57,57
57,57,78,78
78,78,57,57
57,57,88,88
88,88,57,57
57,57,98,98
98,98,57,57
57,57,108,108
108,108,57,57
58,58,68,68
68,68,58,58
58,58,79,79
79,79,58,58
58,58,89,89
89,89,58,58
58,58,99,99
99,99,58,58
58,58,109,109
109,109,58,58
59,59,69,69
69,69,59,59
59,59,80,80
80,80,59,59
59,59,90,90
90,90,59,59
59,59,100,100
100,100,59,59
59,59,110,110
110,110,59,59
60,60,70,70
70,70,60,60
60,60,81,81
81,81,60,60
60,60,91,91
91,91,60,60
60,60,101,101
101,101,60,60
60,60,111,111
111,111,60,60
61,61,71,71
71,71,61,61
61,61,82,82
82,82,61,61
61,61,92,92
92,92,61,61
61,61,102,102
102,102,61,61
62,62,73,73
73,73,62,62
62,62,83,83
83,83,62,62
62,62,93,93
93,93,62,62
62,62,103,103
103,103,62,62
63,63,74,74
74,74,63,63
63,63,84,84
84,84,63,63
63,63,94,94
94,94,63,63
63,63,104,104
104,104,63,63
64,64,75,75
75,75,64,64
64,64,85,85
85,85,64,64
64,64,95,95
95,95,64,64
64,64,105,105
105,105,64,64
65,65,76,76
76,76,65,65
65,65,86,86
86,86,65,65
65,65,96,96
96,96,65,65
65,65,106,106
106,106,65,65
66,66,77,77
77,77,66,66
66,66,87,87
87,87,66,66
66,66,97,97
97,97,66,66
66,66,107,107
107,107,66,66
67,67,78,78
78,78,67,67
67,67,88,88
88,88,67,67
67,67,98,98
98,98,67,67
67,67,108,108
108,108,67,67
68,68,79,79
79,79,68,68
68,68,89,89
89,89,68,68
68,68,99,99
99,99,68,68
68,68,109,109
109,109,68,68
69,69,80,80
80,80,69,69
69,69,90,90
90,90,69,69
69,69,100,100
100,100,69,69
69,69,110,110
110,110,69,69
70,70,81,81
81,81,70,70
70,70,91,91
91,91,70,70
70,70,101,101
101,101,70,70
70,70,111,111
111,111,70,70
71,71,82,82
82,82,71,71
71,71,92,92
92,92,71,71
71,71,102,102
102,102,71,71
73,73,83,83
83,83,73,73
73,73,93,93
93,93,73,73
73,73,103,103
103,103,73,73
74,74,84,84
84,84,74,74
74,74,94,94
94,94,74,74
74,74,104,104
104,104,74,74
75,75,85,85
85,85,75,75
75,75,95,95
95,95,75,75
75,75,105,105
105,105,75,75
76,76,86,86
86,86,76,76
76,76,96,96
96,96,76,76
76,76,106,106
106,106,76,76
77,77,87,87
87,87,77,77
77,77,97,97
97,97,77,77
77,77,107,107
107,107,77,77
78,78,88,88
88,88,78,78
78,78,98,98
98,98,78,78
78,78,108,108
108,108,78,78
79,79,89,89
89,89,79,79
79,79,99,99
99,99,79,79
79,79,109,109
109,109,79,79
80,80,90,90
90,90,80,80
80,80,100,100
100,100,80,80
80,80,110,110
110,110,80,80
81,81,91,91
91,91,81,81
81,81,101,101
101,101,81,81
81,81,111,111
111,111,81,81
82,82,92,92
92,92,82,82
82,82,102,102
102,102,82,82
83,83,93,93
93,93,83,83
83,83,103,103
103,103,83,83
84,84,94,94
94,94,84,84
84,84,104,104
104,104,84,84
85,85,95,95
95,95,85,85
85,85,105,105
105,105,85,85
86,86,96,96
96,96,86,86
86,86,106,106
106,106,86,86
87,87,97,97
97,97,87,87
87,87,107,107
107,107,87,87
88,88,98,98
98,98,88,88
88,88,108,108
108,108,88,88
89,89,99,99
99,99,89,89
89,89,109,109
109,109,89,89
90,90,100,100
100,100,90,90
90,90,110,110
110,110,90,90
91,91,101,101
101,101,91,91
91,91,111,111
111,111,91,91
92,92,102,102
102,102,92,92
93,93,103,103
103,103,93,93
