1,494,1039
2,117,244
3,53,105
4,68,139
5,152,312
6,76,143
7,24,50.1
8,427,901
9,181,358
10,325,657
11,494,1040
12,117,245
13,62,126
14,68,139
15,152,312
16,76,143
17,24,50.1
18,427,901
19,181,360
20,325,655
21,494,1040
22,117,244
23,53,105
24,68,138
25,152,312
26,76,140
27,24,50.1
28,427,902
29,181,358
30,325,655
31,494,1039
32,117,243
33,53,105
34,68,139
35,152,312
36,76,143
37,24,50.1
38,427,902
39,181,358
40,325,657
41,494,1041
42,117,244
43,53,105
44,68,140
45,152,312
46,76,140
47,24,50.1
48,427,900
49,181,358
50,325,655
51,494,1041
52,117,244
53,53,106
54,68,140
55,152,312
56,76,141
57,24,50.1
58,427,902
59,181,360
60,325,656
61,494,1039
62,117,244
63,53,106
64,68,138
65,152,312
66,76,141
67,24,50.1
68,427,901
69,181,364
70,325,657
71,494,1038
72,323,678
73,117,243
74,58,115
75,68,138
76,150,307
77,75,141
78,24,50.1
79,431,900
80,187,381
81,332,674
82,494,1039
83,117,244
84,53,105
85,68,139
86,152,312
87,76,141
88,24,50.1
89,427,902
90,181,357
91,325,656
92,494,1039
93,117,243
94,53,105
95,68,138
96,150,308
97,75,142
98,24,50.1
99,431,905
100,187,380
101,330,665
102,494,1040
103,117,243
104,53,105
105,68,139
106,150,308
107,75,140
108,24,50.1
109,431,901
110,187,379
111,332,673
