source:/home/abelardo/Documents/Semestre2021-2/ssDNA_invoking_gethoms/results/Get_homologues/Parvoviridae/Parvoviridae_all_homologues_19062021_0804_intersection	1_Putative_nonstructur...faa	4_Putative_structural_...faa	5_Putative_structural_...faa	6_NS3.faa	8_NS2.faa	9_VP1.faa	10_nonstructural_protei...faa	11_capsid_protein.faa	14_Rep_40_protein.faa	17_major_coat_protein_V...faa	18_assembly_activating_...faa	20_X_gene.faa	33_NS1.faa	34_NS2.faa	35_VP.faa	36_NS1.faa	39_hypothetical_protein.faa	40_hypothetical_protein.faa	41_hypothetical_protein.faa	51_Cap.faa	57_NP1.faa	63_VP2.faa	86_putative_NS2.faa	87_putative_VP1.faa	89_NS2.faa	90_capsid_protein_VP.faa	93_orf4.faa	115_NS1.faa	117_hypothetical_protein.faa	137_polyprotein.faa	139_hypothetical_protein.faa	143_NS3.faa	152_NS2.faa	155_NS-3.faa	163_hypothetical_protein.faa	166_cap.faa	167_hypothetical_protein.faa	168_non-structural_prote...faa	169_37_kDa_coat_protein.faa	173_nonstructural_protei...faa	174_capsid_protein_1.faa	175_putative_nonstructur...faa	177_putative_structural_...faa	178_putative_structural_...faa	179_nonstructural_protei...faa	194_putative_non-structu...faa	199_MARF.faa	218_NS2.faa	219_NS1.faa	220_CP.faa	233_NS2.faa	237_NS2.faa	254_7.5-kDa.faa	256_X.faa	258_11-kDa.faa	280_NS1.faa	292_VP.faa	293_VP.faa	294_VP.faa	299_nonstructural_protei...faa	318_putative_nonstructur...faa	319_putative_nonstructur...faa	333_ORF2.faa	334_putative_15-kDa_prot...faa	335_rep.faa	336_cap.faa	350_hypothetical_protein.faa	351_hypothetical_protein.faa	355_structural_protein_f...faa	358_putative_structural_...faa	361_putative_nonstructur...faa	395_ORF3_protein.faa	403_PT4.faa	408_SAT.faa	417_non-structural_prote...faa	418_putative_middle_prot...faa	487_NS3.faa	491_VP1.faa	494_NP.faa
Acheta-domestica-densovirus_taxid_185639.gbk	ID:YP_227599.1,	ID:YP_227602.1,	ID:YP_227603.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Acheta-domestica-mini-ambidensovirus_taxid_1404345.gbk	-	-	-	ID:YP_008658567.1,	ID:YP_008658569.1,	ID:YP_008658570.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Adeno-associated-virus--1_taxid_85106.gbk	-	-	-	-	-	-	ID:NP_049541.1,	ID:NP_049542.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Adeno-associated-virus--2_taxid_10804.gbk	-	-	-	-	-	-	ID:YP_680422.1,ID:YP_680423.1,	ID:YP_680426.1,	ID:YP_680424.1,ID:YP_680425.1,	ID:YP_680427.1,ID:YP_680428.1,	ID:YP_004030758.1,	ID:YP_009110690.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Adeno-associated-virus--3_taxid_46350.gbk	-	-	-	-	-	-	ID:NP_043940.1,	ID:NP_043941.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Adeno-associated-virus--4_taxid_57579.gbk	-	-	-	-	-	-	ID:NP_044926.1,	ID:NP_044927.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Adeno-associated-virus--5_taxid_82300.gbk	-	-	-	-	-	-	ID:YP_068408.1,	ID:YP_068409.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Adeno-associated-virus--7_taxid_202812.gbk	-	-	-	-	-	-	ID:YP_077177.1,	ID:YP_077178.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Adeno-associated-virus--8_taxid_202813.gbk	-	-	-	-	-	-	ID:YP_077179.1,	ID:YP_077180.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Adeno-associated-virus_taxid_272636.gbk	-	-	-	-	-	-	ID:YP_009552823.1,	ID:YP_009552824.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Aedes-aegypti-densovirus-2_taxid_1513196.gbk	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002854229.1,	ID:YP_002854230.1,	ID:YP_002854231.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Aedes-albopictus-densovirus-2_taxid_1513199.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_694828.1,	ID:NP_694829.3,	ID:NP_694827.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Aleutian-mink-disease-virus_taxid_28314.gbk	-	-	-	-	-	-	-	-	-	ID:NP_042875.1,	-	-	-	-	-	-	ID:NP_042872.1,	ID:NP_042873.1,	ID:NP_042874.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Amdoparvovirus-sp_taxid_1908805.gbk	-	-	-	-	-	-	-	-	-	ID:YP_009315909.1,	-	-	-	-	-	-	ID:YP_009315908.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Anopheles-gambiae-densovirus_taxid_487311.gbk	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002265406.1,	ID:YP_002265407.1,	ID:YP_002265408.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Artibeus-jamaicensis-parvovirus-1_taxid_1131485.gbk	-	-	-	-	-	-	ID:YP_005097851.1,	ID:YP_005097852.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Avian-adeno-associated-virus-ATCC-VR-865_taxid_219704.gbk	-	-	-	-	-	-	ID:NP_852780.1,	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_852781.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Avian-adeno-associated-virus-strain-DA-1_taxid_281492.gbk	-	-	-	-	-	-	ID:YP_077182.1,	ID:YP_077183.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bat-adeno-associated-virus-YNM_taxid_727962.gbk	-	-	-	-	-	-	ID:YP_003858571.1,	ID:YP_003858572.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bat-bocavirus-WM40_taxid_2259810.gbk	-	-	-	-	-	-	-	ID:YP_009508791.1,	ID:YP_009508789.1,	ID:YP_009508792.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009508790.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bat-bocavirus-XM30_taxid_2259811.gbk	-	-	-	-	-	-	-	-	ID:YP_009508793.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009508795.1,	ID:YP_009508794.1,	ID:YP_009508796.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bat-bocavirus_taxid_1329649.gbk	-	-	-	-	-	-	-	ID:YP_009229910.1,	ID:YP_009229908.1,	ID:YP_009229911.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009229909.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bearded-dragon-parvovirus_taxid_1670662.gbk	-	-	-	-	-	-	ID:YP_009154712.1,	ID:YP_009154713.1,	-	-	ID:YP_009154714.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Blattella-germanica-densovirus-1_taxid_220638.gbk	-	ID:NP_874379.2,ID:NP_874380.1,ID:YP_009407715.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bocavirus-gorilla-GBoV1-2009_taxid_864686.gbk	-	-	-	-	-	-	-	ID:YP_003799998.1,	ID:YP_003799996.1,	ID:YP_003799999.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_003799997.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bocavirus-pig-SX-China-2010_taxid_912967.gbk	-	-	-	-	-	-	-	-	ID:YP_009507358.1,	ID:YP_009507360.1,ID:YP_009507361.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009507359.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bombus-cryptarum-densovirus_taxid_2094261.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009552709.1,	ID:YP_009552710.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bombyx-mori-densovirus-1_taxid_46253.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_542610.1,	ID:NP_542611.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bombyx-mori-densovirus-5_taxid_125788.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_694835.1,	ID:NP_694837.1,	ID:NP_694836.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bosavirus-MS-2016a_taxid_1917013.gbk	-	-	-	-	-	-	ID:YP_009325417.2,	ID:YP_009325418.3,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bovine-adeno-associated-virus_taxid_256548.gbk	-	-	-	-	-	-	ID:YP_024970.1,	ID:YP_024971.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bovine-hokovirus-1_taxid_494651.gbk	-	-	-	-	-	-	ID:YP_009508196.1,	ID:YP_009508197.1,	-	ID:YP_009508198.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bovine-parvovirus--2_taxid_172296.gbk	-	-	-	-	-	-	ID:YP_077175.1,	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_077176.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bovine-parvovirus-1_taxid_365609.gbk	-	-	-	-	-	-	-	ID:YP_009508183.1,	ID:YP_009508180.1,ID:YP_009508181.1,	ID:YP_009508184.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009508182.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bovine-parvovirus-3_taxid_172297.gbk	-	-	-	-	-	-	ID:YP_009465713.1,	-	-	ID:YP_009465714.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
