source:/home/abelardo/Documents/Semestre2021-2/ssDNA_invoking_gethoms/results/Get_homologues/Smacoviridae/cluster_2_homologues_19062021_0820_intersection	1_putative_capsid_prot...faa	2_replication_associat...faa	15_ORF5.faa	16_ORF3.faa	17_ORF6.faa	19_ORF4.faa	45_hypothetical_protein.faa	48_hypothetical_protein.faa	49_hypothetical_protein.faa	65_Rep_protein.faa
Bovine-faeces-associated-smacovirus-1_taxid_1843749.gbk	ID:YP_009252315.1,	ID:YP_009252316.1,	-	-	-	-	-	-	-	-
Bovine-faeces-associated-smacovirus-2_taxid_1843750.gbk	ID:YP_009252305.1,	ID:YP_009252306.1,	-	-	-	-	-	-	-	-
Bovine-faeces-associated-smacovirus-3_taxid_1843751.gbk	ID:YP_009252313.1,	ID:YP_009252314.1,	-	-	-	-	-	-	-	-
Bovine-faeces-associated-smacovirus-4_taxid_1843752.gbk	ID:YP_009252323.1,	ID:YP_009252324.1,	-	-	-	-	-	-	-	-
Bovine-faeces-associated-smacovirus-5_taxid_1843753.gbk	ID:YP_009252317.1,	ID:YP_009252318.1,	-	-	-	-	-	-	-	-
Bovine-faeces-associated-smacovirus-6_taxid_1843754.gbk	ID:YP_009252325.1,	ID:YP_009252326.1,	-	-	-	-	-	-	-	-
Chimpanzee-associated-porprismacovirus-1_taxid_2170109.gbk	ID:YP_009508856.1,	ID:YP_009508857.1,	-	-	-	-	-	-	-	-
Chimpanzee-associated-porprismacovirus-2_taxid_2170110.gbk	ID:YP_009508861.1,	ID:YP_009508863.1,	ID:YP_009508858.1,	ID:YP_009508859.1,	ID:YP_009508860.1,	ID:YP_009508862.1,	-	-	-	-
Gorilla-associated-porprismacovirus-1_taxid_2170111.gbk	ID:YP_009118275.1,	ID:YP_009118276.1,	-	-	-	-	-	-	-	-
Howler-monkey-associated-porprismacovirus-1_taxid_2170112.gbk	ID:YP_009118271.1,	ID:YP_009118272.1,	-	-	-	-	-	-	-	-
Human-associated-huchismacovirus-1_taxid_2169934.gbk	ID:YP_009508841.1,	ID:YP_009508842.1,	-	-	-	-	-	-	-	-
Human-associated-huchismacovirus-2_taxid_2169935.gbk	ID:YP_009508843.1,	ID:YP_009508844.1,	-	-	-	-	-	-	-	-
Human-associated-huchismacovirus-3_taxid_2169936.gbk	ID:YP_009508845.1,	ID:YP_009508846.1,	-	-	-	-	-	-	-	-
Human-associated-porprismacovirus-2_taxid_2170114.gbk	ID:YP_009118273.1,	ID:YP_009118274.1,	-	-	-	-	-	-	-	-
Human-feces-smacovirus-2_taxid_1820158.gbk	ID:YP_009508864.1,	ID:YP_009508865.1,	-	-	-	-	-	-	-	-
Human-feces-smacovirus-3_taxid_1820159.gbk	ID:YP_009408602.1,	ID:YP_009408603.1,	-	-	-	-	-	-	-	-
Human-smacovirus-1_taxid_1595998.gbk	ID:YP_009116878.1,	ID:YP_009116879.1,	-	-	-	-	-	-	-	-
Lemur-associated-porprismacovirus-1_taxid_2170115.gbk	ID:YP_009118277.1,	ID:YP_009118278.1,	-	-	-	-	-	-	-	-
Odonata-associated-circular-virus-21_taxid_1592122.gbk	ID:YP_009508828.1,	ID:YP_009508827.1,	-	-	-	-	-	-	-	-
Odonata-associated-circular-virus-5_taxid_1592125.gbk	ID:YP_009508829.1,	ID:YP_009508830.1,	-	-	-	-	-	-	-	-
Pig-stool-associated-circular-ssDNA-virus-GER2011_taxid_1114942.gbk	ID:YP_006331068.1,	ID:YP_006331067.1,	-	-	-	-	ID:YP_006331066.1,	ID:YP_006331069.1,	ID:YP_006331070.1,	-
PoSCV-Kor-J481_taxid_1488557.gbk	ID:YP_009030024.1,	ID:YP_009030025.1,	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-10_taxid_2170117.gbk	ID:YP_009252319.1,	ID:YP_009252320.1,	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-3_taxid_2170119.gbk	ID:YP_007974229.1,	ID:YP_007974230.1,	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-5_taxid_2170121.gbk	ID:YP_009054984.1,	ID:YP_009054985.1,	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-6_taxid_2170122.gbk	ID:YP_009054992.1,	ID:YP_009054993.1,	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-7_taxid_2170123.gbk	ID:YP_009054986.1,	ID:YP_009054987.1,	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-8_taxid_2170124.gbk	ID:YP_009054990.1,	ID:YP_009054991.1,	-	-	-	-	-	-	-	-
Porcine-associated-porprismacovirus-9_taxid_2170125.gbk	ID:YP_009054988.1,	-	-	-	-	-	-	-	-	ID:YP_009054989.1,
Porcine-stool-associated-circular-virus-2_taxid_1328031.gbk	ID:YP_007974227.1,	ID:YP_007974228.1,	-	-	-	-	-	-	-	-
Porcine-stool-associated-circular-virus_taxid_1843773.gbk	ID:YP_009252321.1,	ID:YP_009252322.1,	-	-	-	-	-	-	-	-
Rat-associated-porprismacovirus-1_taxid_2170126.gbk	ID:YP_009163760.1,	ID:YP_009163761.1,	-	-	-	-	-	-	-	-
Sheep-faeces-associated-smacovirus-2_taxid_1843757.gbk	ID:YP_009252311.1,	ID:YP_009252312.1,	-	-	-	-	-	-	-	-
Sheep-faeces-associated-smacovirus-3_taxid_1843758.gbk	ID:YP_009252307.1,	ID:YP_009252308.1,	-	-	-	-	-	-	-	-
