1,113,238
2,257,540
3,134,278
4,135,284
5,362,758
6,98,199
7,115,245
8,256,538
9,134,278
10,134,281
11,361,756
12,85,172
13,116,244
14,256,536
15,134,277
16,135,283
17,359,753
18,100,204
19,116,244
20,257,539
21,134,281
22,134,280
23,361,758
24,98,199
25,123,256
26,257,539
27,134,278
28,135,284
29,362,760
30,97,202
31,116,246
32,257,540
33,134,280
34,135,285
35,362,759
36,96,195
37,116,246
38,257,539
39,134,280
40,135,285
41,360,756
42,97,202
43,115,245
44,256,536
45,134,278
46,134,279
47,361,760
48,97,200
49,116,244
50,257,539
51,134,279
52,135,284
53,360,754
54,85,171
55,96,196
56,43,87.4
57,150,311
58,244,515
59,330,691
60,259,541
61,121,244
62,116,245
63,257,540
64,134,279
65,133,274
66,355,746
67,85,174
68,115,241
69,256,540
70,134,278
71,134,279
72,361,760
73,96,191
74,121,258
75,256,539
76,134,280
77,135,281
78,352,739
79,121,256
80,256,537
81,118,231
82,130,272
83,150,314
84,361,755
85,100,198
86,112,239
87,257,541
88,118,235
89,134,277
90,150,310
91,363,760
92,100,202
93,121,258
94,256,538
95,118,237
96,136,281
97,150,311
98,361,757
99,97,200
100,121,256
101,256,540
102,118,234
103,134,278
104,150,311
105,362,760
106,97,196
107,121,256
108,256,538
109,118,238
110,134,276
111,143,297
112,362,758
113,102,208
114,121,257
115,256,538
116,134,278
117,135,283
118,352,739
119,85,164
120,254,537
121,132,271
122,137,284
123,359,750
124,85,173
125,115,244
126,256,540
127,134,275
128,134,281
129,361,757
130,97,200
131,121,256
132,256,538
133,134,280
134,135,283
135,352,739
136,85,168
137,118,249
138,256,539
139,134,273
140,134,280
141,361,758
142,85,166
143,115,245
144,256,538
145,134,274
146,134,282
147,363,760
148,85,163
149,118,249
150,256,539
151,134,276
152,134,283
153,349,729
154,97,199
155,118,252
156,256,535
157,134,277
158,135,282
159,364,760
160,85,169
161,116,246
162,257,541
163,134,277
164,132,273
165,359,755
166,85,178
167,119,250
168,257,540
169,134,263
170,134,276
171,134,280
172,185,390
173,100,201
174,121,256
175,256,539
176,134,278
177,150,309
178,363,761
179,85,169
180,115,241
181,256,537
182,134,278
183,150,312
184,362,759
185,100,201
186,118,250
187,256,538
188,134,278
189,363,760
190,181,371
191,122,256
192,258,541
193,133,275
194,134,282
195,362,757
196,122,256
197,258,542
198,133,274
199,134,282
200,362,756
201,97,199
202,118,250
203,256,538
204,134,276
205,134,280
206,360,753
207,100,202
208,118,250
209,256,538
210,134,278
211,150,312
212,362,759
213,100,201
214,243,500
215,118,248
216,256,537
217,134,278
218,150,313
219,362,759
220,100,203
221,112,233
222,253,536
223,134,281
224,135,283
225,352,731
226,97,197
227,118,248
228,256,537
229,134,278
230,134,280
231,361,757
232,97,202
233,118,250
234,107,222
235,256,538
236,134,279
237,134,281
238,361,757
239,85,167
240,118,249
241,256,539
242,134,278
243,134,280
244,361,756
245,85,167
246,116,244
247,258,542
248,134,278
249,135,285
250,370,776
251,85,165
252,121,257
253,256,537
254,134,278
255,135,282
256,354,741
257,85,166
258,115,242
259,256,536
260,134,279
261,150,311
262,361,759
263,100,201
264,116,246
265,257,540
266,134,279
267,135,284
268,362,759
269,97,201
270,115,245
271,259,545
272,134,278
273,135,280
274,328,685
