1,1,1,134,1,134,3.09e-94,270
2,2,1,731,1,731,0.0,1509
2,57,70,730,69,732,2.54e-131,408
2,51,70,730,68,744,1.50e-129,404
2,5,70,731,75,773,1.39e-124,392
2,55,70,640,67,652,2.19e-122,385
2,43,71,730,70,722,3.25e-122,384
2,17,71,730,51,715,2.02e-117,371
2,46,68,731,69,732,6.31e-103,333
2,13,70,731,79,774,4.64e-102,332
2,70,71,728,68,716,1.18e-100,327
2,9,70,653,73,674,1.76e-98,323
2,77,71,726,70,741,9.44e-97,318
2,26,71,731,71,745,5.14e-93,308
2,30,71,730,71,743,8.89e-92,304
2,63,71,675,69,693,2.33e-89,298
2,72,74,721,71,734,4.20e-89,298
2,36,71,731,76,758,2.75e-86,290
2,66,73,731,70,732,1.31e-84,285
2,32,71,593,75,647,1.72e-83,283
2,38,71,731,78,742,8.49e-83,280
2,41,67,647,66,679,1.43e-81,278
2,34,71,728,75,746,1.72e-74,258
2,21,70,671,61,656,2.33e-38,154
3,3,1,125,1,125,1.07e-86,249
4,4,1,159,1,159,1.19e-115,325
4,12,4,158,1,155,1.64e-26,100
4,8,4,98,2,101,1.55e-22,90.1
4,54,28,155,1,99,3.49e-08,51.2
4,52,28,159,1,103,5.58e-08,52.8
4,53,28,155,1,99,5.65e-08,53.1
4,76,30,82,4,58,3.84e-04,40.8
4,33,28,71,28,71,0.002,39.3
4,61,29,119,1,78,0.002,38.5
4,75,30,82,4,58,0.002,39.7
4,74,30,153,4,122,0.002,39.7
4,69,28,71,1,44,0.003,38.1
4,60,29,119,1,78,0.004,38.9
4,59,29,119,1,78,0.005,38.5
4,35,4,156,1,153,0.006,37.7
4,68,28,71,1,44,0.007,38.1
5,5,1,773,1,773,0.0,1592
5,13,75,773,79,774,0.0,573
5,9,74,773,72,762,7.27e-179,533
5,17,76,709,51,669,8.51e-139,428
5,2,78,773,73,731,9.88e-133,413
5,57,74,707,68,688,3.62e-131,409
5,51,74,772,67,744,7.06e-130,406
5,43,76,772,70,722,2.77e-122,385
5,55,74,678,66,663,1.21e-121,384
5,26,76,773,71,745,8.40e-116,369
5,30,76,772,71,743,1.16e-111,358
5,46,73,671,69,649,2.43e-111,357
5,72,79,763,71,734,1.33e-107,348
5,63,76,721,69,690,2.40e-107,347
5,70,74,668,66,642,4.12e-105,340
5,66,77,773,69,732,2.38e-101,331
5,77,74,668,68,667,1.07e-100,329
5,36,73,773,73,758,2.68e-100,328
5,34,69,770,68,746,1.19e-95,316
5,41,72,667,66,668,1.24e-92,308
5,38,76,773,78,742,6.10e-92,306
5,32,74,625,73,649,7.74e-78,268
5,21,75,645,61,608,1.23e-38,156
6,6,1,167,1,167,4.83e-114,322
6,18,2,72,27,96,6.12e-07,49.3
6,24,4,58,144,198,0.010,38.1
7,7,1,190,1,190,8.50e-133,372
7,15,72,190,67,184,6.01e-25,97.8
7,11,68,190,68,186,8.11e-24,95.1
8,8,1,169,1,169,6.06e-121,340
8,12,1,168,1,153,2.91e-30,110
8,4,10,168,15,156,5.00e-24,94
8,56,23,85,1,62,1.46e-05,44.7
8,53,23,167,1,99,8.63e-05,43.9
8,52,23,167,1,99,1.86e-04,43.1
8,68,23,66,1,44,2.05e-04,42.7
8,54,23,167,1,99,2.13e-04,41.2
8,69,23,66,1,44,2.16e-04,41.6
8,76,25,83,4,70,2.92e-04,41.2
8,61,24,95,1,71,4.26e-04,40.4
8,67,23,66,1,44,4.37e-04,42
8,60,24,95,1,71,4.93e-04,42
8,25,24,72,3,51,0.001,39.3
8,31,24,68,3,47,0.001,39.7
8,59,24,95,1,71,0.001,40.8
8,75,25,83,4,70,0.001,40.8
8,20,24,72,5,54,0.002,38.9
8,24,24,72,3,51,0.002,40
8,74,25,83,4,70,0.002,40.4
8,23,24,72,3,51,0.003,39.7
8,42,25,67,5,50,0.003,38.5
9,9,1,762,1,762,0.0,1573
9,13,73,762,79,774,0.0,590
9,5,73,762,75,773,2.10e-179,535
9,51,72,721,67,702,3.75e-127,399
9,57,72,735,68,706,2.01e-125,394
9,55,72,652,66,642,1.36e-115,368
9,63,74,645,69,636,1.28e-112,360
9,17,74,663,51,620,7.02e-112,358
9,2,76,762,73,731,7.18e-111,355
9,43,74,758,70,719,1.67e-104,338
9,41,70,652,66,660,1.96e-104,340
9,26,74,762,71,745,6.71e-103,335
9,70,74,661,68,641,2.98e-102,332
9,46,71,653,69,637,3.84e-101,330
9,72,78,756,72,738,1.13e-100,330
9,66,76,746,70,720,3.57e-100,327
9,77,72,757,68,741,2.12e-96,318
9,30,74,652,71,655,3.60e-96,317
9,36,71,762,73,758,6.48e-90,301
9,34,74,758,75,745,1.27e-78,270
9,32,72,638,73,663,1.77e-71,251
9,38,74,762,78,742,1.06e-69,245
9,21,73,640,61,609,4.50e-37,151
9,64,607,643,61,97,0.002,42.7
10,10,1,148,1,148,1.87e-102,291
10,68,3,87,152,227,7.52e-06,46.6
10,14,1,52,6,57,1.03e-04,42.4
10,49,2,81,154,231,3.78e-04,41.6
10,40,2,58,143,194,0.008,37.7
11,11,1,186,1,186,1.37e-134,376
11,7,102,186,102,190,1.80e-15,73.2
11,15,70,186,67,184,3.95e-14,69.3
12,12,1,155,1,155,2.39e-110,312
12,8,1,153,1,168,2.18e-29,107
12,4,10,155,15,158,8.39e-24,93.2
12,54,24,152,1,99,9.01e-06,44.7
12,52,24,152,1,99,9.09e-06,46.6
12,53,24,152,1,99,1.66e-05,45.8
12,42,26,68,5,50,7.62e-05,42.7
12,35,1,153,1,153,1.33e-04,42.4
12,56,24,97,1,55,0.001,39.7
12,33,24,152,28,155,0.002,39.3
12,68,24,67,1,44,0.003,39.3
12,76,26,64,4,42,0.003,38.1
12,75,26,64,4,42,0.003,38.9
12,69,24,67,1,44,0.004,37.7
12,74,26,64,4,42,0.005,38.5
12,67,24,67,1,44,0.006,38.5
12,31,25,69,3,47,0.008,37
12,61,25,82,1,51,0.008,37
12,60,25,82,1,51,0.008,38.1
13,13,1,774,1,774,0.0,1606
13,5,79,774,75,773,0.0,559
13,9,78,774,72,762,0.0,588
13,17,80,643,51,610,2.55e-111,357
13,2,82,774,73,731,2.70e-109,352
13,26,80,774,71,745,2.60e-102,333
13,57,78,773,68,732,1.27e-99,326
13,55,78,660,66,649,1.50e-99,326
13,63,80,708,69,691,1.38e-98,323
13,51,78,773,67,744,3.85e-97,320
13,41,76,663,66,668,1.65e-95,316
13,43,80,773,70,722,1.29e-94,313
13,72,84,768,72,738,3.51e-93,310
13,70,80,678,68,648,2.48e-91,304
13,66,77,774,65,732,1.42e-90,302
13,36,77,774,73,758,9.89e-90,300
13,46,77,706,69,687,2.15e-87,293
13,30,80,663,71,663,2.06e-85,288
13,77,78,769,68,741,2.26e-85,288
13,34,80,771,75,746,1.47e-82,281
13,38,80,774,78,742,7.11e-74,257
13,32,78,640,73,663,1.65e-63,229
13,21,79,642,61,609,8.19e-22,103
13,64,608,705,60,151,0.008,40.8
14,14,1,155,1,155,3.77e-102,291
14,10,6,60,1,55,0.001,39.7
15,15,1,184,1,184,3.91e-126,354
15,7,97,184,102,190,5.59e-26,100
15,11,67,184,70,186,8.82e-22,89.4
15,52,94,179,191,266,0.005,39.3
15,67,61,180,176,272,0.005,39.3
16,16,1,209,1,209,5.88e-147,409
16,45,73,126,6,59,3.78e-15,71.6
16,75,76,208,4,126,4.36e-14,71.2
16,42,72,208,1,135,7.96e-14,68.2
16,76,76,207,4,125,2.19e-13,66.6
16,74,76,207,4,125,1.10e-12,67.8
16,54,76,202,3,95,8.55e-11,58.9
16,53,76,202,3,95,1.06e-10,62
16,52,76,202,3,95,6.95e-10,59.7
16,33,72,117,26,71,2.43e-06,48.1
16,25,76,136,4,59,2.73e-06,47.4
16,24,76,136,4,59,3.08e-06,48.9
16,35,86,205,38,151,3.81e-06,47.8
16,23,76,136,4,59,5.76e-06,48.5
16,56,76,134,3,56,1.57e-05,45.4
16,65,73,117,32,76,2.35e-05,45.4
16,4,76,147,30,103,3.10e-05,45.1
16,60,76,164,2,74,3.16e-05,46.2
16,61,75,115,1,41,3.21e-05,44.3
16,28,76,127,4,51,3.60e-05,45.8
16,29,76,127,4,51,4.75e-05,43.9
16,59,76,115,2,41,6.55e-05,45.1
16,68,76,117,3,44,8.62e-05,44.7
16,69,76,117,3,44,9.75e-05,43.1
16,27,76,127,4,51,1.08e-04,44.7
16,12,76,131,26,81,1.73e-04,43.1
16,67,76,117,3,44,1.94e-04,43.9
16,8,73,139,22,96,6.45e-04,41.6
16,31,76,117,4,45,8.17e-04,40.8
17,17,1,716,1,716,0.0,1493
17,43,50,716,69,723,0.0,639
17,5,51,713,76,770,1.96e-137,424
17,2,53,715,73,730,1.81e-121,382
17,57,51,715,70,732,1.14e-119,377
17,51,51,715,69,744,4.39e-116,368
17,55,51,610,68,631,2.15e-114,363
17,26,51,715,71,744,6.99e-114,362
17,9,49,620,72,663,2.29e-113,362
17,13,51,610,80,643,1.18e-112,360
17,77,51,711,70,741,5.91e-105,339
17,30,51,715,71,743,2.89e-104,337
17,66,52,715,69,731,3.06e-103,334
17,46,48,672,69,688,4.52e-102,331
17,72,54,709,71,737,2.96e-101,330
17,41,47,610,66,649,2.12e-99,325
